filepath,instrument,source,note,octave
FatBoy/shakuhachi-mp3/G7.mp3,shakuhachi,FatBoy,G,7
FatBoy/shakuhachi-mp3/Gb1.mp3,shakuhachi,FatBoy,Gb,1
FatBoy/shakuhachi-mp3/Gb2.mp3,shakuhachi,FatBoy,Gb,2
FatBoy/shakuhachi-mp3/Gb3.mp3,shakuhachi,FatBoy,Gb,3
FatBoy/shakuhachi-mp3/Gb4.mp3,shakuhachi,FatBoy,Gb,4
FatBoy/shakuhachi-mp3/Gb5.mp3,shakuhachi,FatBoy,Gb,5
FatBoy/shakuhachi-mp3/Gb6.mp3,shakuhachi,FatBoy,Gb,6
FatBoy/shakuhachi-mp3/Gb7.mp3,shakuhachi,FatBoy,Gb,7
FatBoy/shamisen-mp3/A0.mp3,shamisen,FatBoy,A,0
FatBoy/shamisen-mp3/A1.mp3,shamisen,FatBoy,A,1
FatBoy/shamisen-mp3/A2.mp3,shamisen,FatBoy,A,2
FatBoy/shamisen-mp3/A3.mp3,shamisen,FatBoy,A,3
FatBoy/shamisen-mp3/A4.mp3,shamisen,FatBoy,A,4
FatBoy/shamisen-mp3/A5.mp3,shamisen,FatBoy,A,5
FatBoy/shamisen-mp3/A6.mp3,shamisen,FatBoy,A,6
FatBoy/shamisen-mp3/A7.mp3,shamisen,FatBoy,A,7
FatBoy/shamisen-mp3/Ab1.mp3,shamisen,FatBoy,Ab,1
FatBoy/shamisen-mp3/Ab2.mp3,shamisen,FatBoy,Ab,2
FatBoy/shamisen-mp3/Ab3.mp3,shamisen,FatBoy,Ab,3
FatBoy/shamisen-mp3/Ab4.mp3,shamisen,FatBoy,Ab,4
FatBoy/shamisen-mp3/Ab5.mp3,shamisen,FatBoy,Ab,5
FatBoy/shamisen-mp3/Ab6.mp3,shamisen,FatBoy,Ab,6
FatBoy/shamisen-mp3/Ab7.mp3,shamisen,FatBoy,Ab,7
FatBoy/shamisen-mp3/B0.mp3,shamisen,FatBoy,B,0
FatBoy/shamisen-mp3/B1.mp3,shamisen,FatBoy,B,1
FatBoy/shamisen-mp3/B2.mp3,shamisen,FatBoy,B,2
FatBoy/shamisen-mp3/B3.mp3,shamisen,FatBoy,B,3
FatBoy/shamisen-mp3/B4.mp3,shamisen,FatBoy,B,4
FatBoy/shamisen-mp3/B5.mp3,shamisen,FatBoy,B,5
FatBoy/shamisen-mp3/B6.mp3,shamisen,FatBoy,B,6
FatBoy/shamisen-mp3/B7.mp3,shamisen,FatBoy,B,7
FatBoy/shamisen-mp3/Bb0.mp3,shamisen,FatBoy,Bb,0
FatBoy/shamisen-mp3/Bb1.mp3,shamisen,FatBoy,Bb,1
FatBoy/shamisen-mp3/Bb2.mp3,shamisen,FatBoy,Bb,2
FatBoy/shamisen-mp3/Bb3.mp3,shamisen,FatBoy,Bb,3
FatBoy/shamisen-mp3/Bb4.mp3,shamisen,FatBoy,Bb,4
FatBoy/shamisen-mp3/Bb5.mp3,shamisen,FatBoy,Bb,5
FatBoy/shamisen-mp3/Bb6.mp3,shamisen,FatBoy,Bb,6
FatBoy/shamisen-mp3/Bb7.mp3,shamisen,FatBoy,Bb,7
FatBoy/shamisen-mp3/C1.mp3,shamisen,FatBoy,C,1
FatBoy/shamisen-mp3/C2.mp3,shamisen,FatBoy,C,2
FatBoy/shamisen-mp3/C3.mp3,shamisen,FatBoy,C,3
FatBoy/shamisen-mp3/C4.mp3,shamisen,FatBoy,C,4
FatBoy/shamisen-mp3/C5.mp3,shamisen,FatBoy,C,5
FatBoy/shamisen-mp3/C6.mp3,shamisen,FatBoy,C,6
FatBoy/shamisen-mp3/C7.mp3,shamisen,FatBoy,C,7
FatBoy/shamisen-mp3/C8.mp3,shamisen,FatBoy,C,8
FatBoy/shamisen-mp3/D1.mp3,shamisen,FatBoy,D,1
FatBoy/shamisen-mp3/D2.mp3,shamisen,FatBoy,D,2
FatBoy/shamisen-mp3/D3.mp3,shamisen,FatBoy,D,3
FatBoy/shamisen-mp3/D4.mp3,shamisen,FatBoy,D,4
FatBoy/shamisen-mp3/D5.mp3,shamisen,FatBoy,D,5
FatBoy/shamisen-mp3/D6.mp3,shamisen,FatBoy,D,6
FatBoy/shamisen-mp3/D7.mp3,shamisen,FatBoy,D,7
FatBoy/shamisen-mp3/Db1.mp3,shamisen,FatBoy,Db,1
FatBoy/shamisen-mp3/Db2.mp3,shamisen,FatBoy,Db,2
FatBoy/shamisen-mp3/Db3.mp3,shamisen,FatBoy,Db,3
FatBoy/shamisen-mp3/Db4.mp3,shamisen,FatBoy,Db,4
FatBoy/shamisen-mp3/Db5.mp3,shamisen,FatBoy,Db,5
FatBoy/shamisen-mp3/Db6.mp3,shamisen,FatBoy,Db,6
FatBoy/shamisen-mp3/Db7.mp3,shamisen,FatBoy,Db,7
FatBoy/shamisen-mp3/E1.mp3,shamisen,FatBoy,E,1
FatBoy/shamisen-mp3/E2.mp3,shamisen,FatBoy,E,2
FatBoy/shamisen-mp3/E3.mp3,shamisen,FatBoy,E,3
FatBoy/shamisen-mp3/E4.mp3,shamisen,FatBoy,E,4
FatBoy/shamisen-mp3/E5.mp3,shamisen,FatBoy,E,5
FatBoy/shamisen-mp3/E6.mp3,shamisen,FatBoy,E,6
FatBoy/shamisen-mp3/E7.mp3,shamisen,FatBoy,E,7
FatBoy/shamisen-mp3/Eb1.mp3,shamisen,FatBoy,Eb,1
FatBoy/shamisen-mp3/Eb2.mp3,shamisen,FatBoy,Eb,2
FatBoy/shamisen-mp3/Eb3.mp3,shamisen,FatBoy,Eb,3
FatBoy/shamisen-mp3/Eb4.mp3,shamisen,FatBoy,Eb,4
FatBoy/shamisen-mp3/Eb5.mp3,shamisen,FatBoy,Eb,5
FatBoy/shamisen-mp3/Eb6.mp3,shamisen,FatBoy,Eb,6
FatBoy/shamisen-mp3/Eb7.mp3,shamisen,FatBoy,Eb,7
FatBoy/shamisen-mp3/F1.mp3,shamisen,FatBoy,F,1
FatBoy/shamisen-mp3/F2.mp3,shamisen,FatBoy,F,2
FatBoy/shamisen-mp3/F3.mp3,shamisen,FatBoy,F,3
FatBoy/shamisen-mp3/F4.mp3,shamisen,FatBoy,F,4
FatBoy/shamisen-mp3/F5.mp3,shamisen,FatBoy,F,5
FatBoy/shamisen-mp3/F6.mp3,shamisen,FatBoy,F,6
FatBoy/shamisen-mp3/F7.mp3,shamisen,FatBoy,F,7
FatBoy/shamisen-mp3/G1.mp3,shamisen,FatBoy,G,1
FatBoy/shamisen-mp3/G2.mp3,shamisen,FatBoy,G,2
FatBoy/shamisen-mp3/G3.mp3,shamisen,FatBoy,G,3
FatBoy/shamisen-mp3/G4.mp3,shamisen,FatBoy,G,4
FatBoy/shamisen-mp3/G5.mp3,shamisen,FatBoy,G,5
FatBoy/shamisen-mp3/G6.mp3,shamisen,FatBoy,G,6
FatBoy/shamisen-mp3/G7.mp3,shamisen,FatBoy,G,7
FatBoy/shamisen-mp3/Gb1.mp3,shamisen,FatBoy,Gb,1
FatBoy/shamisen-mp3/Gb2.mp3,shamisen,FatBoy,Gb,2
FatBoy/shamisen-mp3/Gb3.mp3,shamisen,FatBoy,Gb,3
FatBoy/shamisen-mp3/Gb4.mp3,shamisen,FatBoy,Gb,4
FatBoy/shamisen-mp3/Gb5.mp3,shamisen,FatBoy,Gb,5
FatBoy/shamisen-mp3/Gb6.mp3,shamisen,FatBoy,Gb,6
FatBoy/shamisen-mp3/Gb7.mp3,shamisen,FatBoy,Gb,7
FatBoy/shanai-mp3/A0.mp3,shanai,FatBoy,A,0
FatBoy/shanai-mp3/A1.mp3,shanai,FatBoy,A,1
FatBoy/shanai-mp3/A2.mp3,shanai,FatBoy,A,2
FatBoy/shanai-mp3/A3.mp3,shanai,FatBoy,A,3
FatBoy/shanai-mp3/A4.mp3,shanai,FatBoy,A,4
FatBoy/shanai-mp3/A5.mp3,shanai,FatBoy,A,5
FatBoy/shanai-mp3/A6.mp3,shanai,FatBoy,A,6
FatBoy/shanai-mp3/A7.mp3,shanai,FatBoy,A,7
FatBoy/shanai-mp3/Ab1.mp3,shanai,FatBoy,Ab,1
FatBoy/shanai-mp3/Ab2.mp3,shanai,FatBoy,Ab,2
FatBoy/shanai-mp3/Ab3.mp3,shanai,FatBoy,Ab,3
FatBoy/shanai-mp3/Ab4.mp3,shanai,FatBoy,Ab,4
FatBoy/shanai-mp3/Ab5.mp3,shanai,FatBoy,Ab,5
FatBoy/shanai-mp3/Ab6.mp3,shanai,FatBoy,Ab,6
FatBoy/shanai-mp3/Ab7.mp3,shanai,FatBoy,Ab,7
FatBoy/shanai-mp3/B0.mp3,shanai,FatBoy,B,0
FatBoy/shanai-mp3/B1.mp3,shanai,FatBoy,B,1
FatBoy/shanai-mp3/B2.mp3,shanai,FatBoy,B,2
FatBoy/shanai-mp3/B3.mp3,shanai,FatBoy,B,3
FatBoy/shanai-mp3/B4.mp3,shanai,FatBoy,B,4
FatBoy/shanai-mp3/B5.mp3,shanai,FatBoy,B,5
FatBoy/shanai-mp3/B6.mp3,shanai,FatBoy,B,6
FatBoy/shanai-mp3/B7.mp3,shanai,FatBoy,B,7
FatBoy/shanai-mp3/Bb0.mp3,shanai,FatBoy,Bb,0
FatBoy/shanai-mp3/Bb1.mp3,shanai,FatBoy,Bb,1
FatBoy/shanai-mp3/Bb2.mp3,shanai,FatBoy,Bb,2
FatBoy/shanai-mp3/Bb3.mp3,shanai,FatBoy,Bb,3
FatBoy/shanai-mp3/Bb4.mp3,shanai,FatBoy,Bb,4
FatBoy/shanai-mp3/Bb5.mp3,shanai,FatBoy,Bb,5
FatBoy/shanai-mp3/Bb6.mp3,shanai,FatBoy,Bb,6
FatBoy/shanai-mp3/Bb7.mp3,shanai,FatBoy,Bb,7
FatBoy/shanai-mp3/C1.mp3,shanai,FatBoy,C,1
FatBoy/shanai-mp3/C2.mp3,shanai,FatBoy,C,2
FatBoy/shanai-mp3/C3.mp3,shanai,FatBoy,C,3
FatBoy/shanai-mp3/C4.mp3,shanai,FatBoy,C,4
FatBoy/shanai-mp3/C5.mp3,shanai,FatBoy,C,5
FatBoy/shanai-mp3/C6.mp3,shanai,FatBoy,C,6
FatBoy/shanai-mp3/C7.mp3,shanai,FatBoy,C,7
FatBoy/shanai-mp3/C8.mp3,shanai,FatBoy,C,8
FatBoy/shanai-mp3/D1.mp3,shanai,FatBoy,D,1
FatBoy/shanai-mp3/D2.mp3,shanai,FatBoy,D,2
FatBoy/shanai-mp3/D3.mp3,shanai,FatBoy,D,3
FatBoy/shanai-mp3/D4.mp3,shanai,FatBoy,D,4
FatBoy/shanai-mp3/D5.mp3,shanai,FatBoy,D,5
FatBoy/shanai-mp3/D6.mp3,shanai,FatBoy,D,6
FatBoy/shanai-mp3/D7.mp3,shanai,FatBoy,D,7
FatBoy/shanai-mp3/Db1.mp3,shanai,FatBoy,Db,1
FatBoy/shanai-mp3/Db2.mp3,shanai,FatBoy,Db,2
FatBoy/shanai-mp3/Db3.mp3,shanai,FatBoy,Db,3
FatBoy/shanai-mp3/Db4.mp3,shanai,FatBoy,Db,4
FatBoy/shanai-mp3/Db5.mp3,shanai,FatBoy,Db,5
FatBoy/shanai-mp3/Db6.mp3,shanai,FatBoy,Db,6
FatBoy/shanai-mp3/Db7.mp3,shanai,FatBoy,Db,7
FatBoy/shanai-mp3/E1.mp3,shanai,FatBoy,E,1
FatBoy/shanai-mp3/E2.mp3,shanai,FatBoy,E,2
FatBoy/shanai-mp3/E3.mp3,shanai,FatBoy,E,3
FatBoy/shanai-mp3/E4.mp3,shanai,FatBoy,E,4
FatBoy/shanai-mp3/E5.mp3,shanai,FatBoy,E,5
FatBoy/shanai-mp3/E6.mp3,shanai,FatBoy,E,6
FatBoy/shanai-mp3/E7.mp3,shanai,FatBoy,E,7
FatBoy/shanai-mp3/Eb1.mp3,shanai,FatBoy,Eb,1
FatBoy/shanai-mp3/Eb2.mp3,shanai,FatBoy,Eb,2
FatBoy/shanai-mp3/Eb3.mp3,shanai,FatBoy,Eb,3
FatBoy/shanai-mp3/Eb4.mp3,shanai,FatBoy,Eb,4
FatBoy/shanai-mp3/Eb5.mp3,shanai,FatBoy,Eb,5
FatBoy/shanai-mp3/Eb6.mp3,shanai,FatBoy,Eb,6
FatBoy/shanai-mp3/Eb7.mp3,shanai,FatBoy,Eb,7
FatBoy/shanai-mp3/F1.mp3,shanai,FatBoy,F,1
FatBoy/shanai-mp3/F2.mp3,shanai,FatBoy,F,2
FatBoy/shanai-mp3/F3.mp3,shanai,FatBoy,F,3
FatBoy/shanai-mp3/F4.mp3,shanai,FatBoy,F,4
FatBoy/shanai-mp3/F5.mp3,shanai,FatBoy,F,5
FatBoy/shanai-mp3/F6.mp3,shanai,FatBoy,F,6
FatBoy/shanai-mp3/F7.mp3,shanai,FatBoy,F,7
FatBoy/shanai-mp3/G1.mp3,shanai,FatBoy,G,1
FatBoy/shanai-mp3/G2.mp3,shanai,FatBoy,G,2
FatBoy/shanai-mp3/G3.mp3,shanai,FatBoy,G,3
FatBoy/shanai-mp3/G4.mp3,shanai,FatBoy,G,4
FatBoy/shanai-mp3/G5.mp3,shanai,FatBoy,G,5
FatBoy/shanai-mp3/G6.mp3,shanai,FatBoy,G,6
FatBoy/shanai-mp3/G7.mp3,shanai,FatBoy,G,7
FatBoy/shanai-mp3/Gb1.mp3,shanai,FatBoy,Gb,1
FatBoy/shanai-mp3/Gb2.mp3,shanai,FatBoy,Gb,2
FatBoy/shanai-mp3/Gb3.mp3,shanai,FatBoy,Gb,3
FatBoy/shanai-mp3/Gb4.mp3,shanai,FatBoy,Gb,4
FatBoy/shanai-mp3/Gb5.mp3,shanai,FatBoy,Gb,5
FatBoy/shanai-mp3/Gb6.mp3,shanai,FatBoy,Gb,6
FatBoy/shanai-mp3/Gb7.mp3,shanai,FatBoy,Gb,7
FatBoy/sitar-mp3/A0.mp3,sitar,FatBoy,A,0
FatBoy/sitar-mp3/A1.mp3,sitar,FatBoy,A,1
FatBoy/sitar-mp3/A2.mp3,sitar,FatBoy,A,2
FatBoy/sitar-mp3/A3.mp3,sitar,FatBoy,A,3
FatBoy/sitar-mp3/A4.mp3,sitar,FatBoy,A,4
FatBoy/sitar-mp3/A5.mp3,sitar,FatBoy,A,5
FatBoy/sitar-mp3/A6.mp3,sitar,FatBoy,A,6
FatBoy/sitar-mp3/A7.mp3,sitar,FatBoy,A,7
FatBoy/sitar-mp3/Ab1.mp3,sitar,FatBoy,Ab,1
FatBoy/sitar-mp3/Ab2.mp3,sitar,FatBoy,Ab,2
FatBoy/sitar-mp3/Ab3.mp3,sitar,FatBoy,Ab,3
FatBoy/sitar-mp3/Ab4.mp3,sitar,FatBoy,Ab,4
FatBoy/sitar-mp3/Ab5.mp3,sitar,FatBoy,Ab,5
FatBoy/sitar-mp3/Ab6.mp3,sitar,FatBoy,Ab,6
FatBoy/sitar-mp3/Ab7.mp3,sitar,FatBoy,Ab,7
FatBoy/sitar-mp3/B0.mp3,sitar,FatBoy,B,0
FatBoy/sitar-mp3/B1.mp3,sitar,FatBoy,B,1
FatBoy/sitar-mp3/B2.mp3,sitar,FatBoy,B,2
FatBoy/sitar-mp3/B3.mp3,sitar,FatBoy,B,3
FatBoy/sitar-mp3/B4.mp3,sitar,FatBoy,B,4
FatBoy/sitar-mp3/B5.mp3,sitar,FatBoy,B,5
FatBoy/sitar-mp3/B6.mp3,sitar,FatBoy,B,6
FatBoy/sitar-mp3/B7.mp3,sitar,FatBoy,B,7
FatBoy/sitar-mp3/Bb0.mp3,sitar,FatBoy,Bb,0
FatBoy/sitar-mp3/Bb1.mp3,sitar,FatBoy,Bb,1
FatBoy/sitar-mp3/Bb2.mp3,sitar,FatBoy,Bb,2
FatBoy/sitar-mp3/Bb3.mp3,sitar,FatBoy,Bb,3
FatBoy/sitar-mp3/Bb4.mp3,sitar,FatBoy,Bb,4
FatBoy/sitar-mp3/Bb5.mp3,sitar,FatBoy,Bb,5
FatBoy/sitar-mp3/Bb6.mp3,sitar,FatBoy,Bb,6
FatBoy/sitar-mp3/Bb7.mp3,sitar,FatBoy,Bb,7
FatBoy/sitar-mp3/C1.mp3,sitar,FatBoy,C,1
FatBoy/sitar-mp3/C2.mp3,sitar,FatBoy,C,2
FatBoy/sitar-mp3/C3.mp3,sitar,FatBoy,C,3
FatBoy/sitar-mp3/C4.mp3,sitar,FatBoy,C,4
FatBoy/sitar-mp3/C5.mp3,sitar,FatBoy,C,5
FatBoy/sitar-mp3/C6.mp3,sitar,FatBoy,C,6
FatBoy/sitar-mp3/C7.mp3,sitar,FatBoy,C,7
FatBoy/sitar-mp3/C8.mp3,sitar,FatBoy,C,8
FatBoy/sitar-mp3/D1.mp3,sitar,FatBoy,D,1
FatBoy/sitar-mp3/D2.mp3,sitar,FatBoy,D,2
FatBoy/sitar-mp3/D3.mp3,sitar,FatBoy,D,3
FatBoy/sitar-mp3/D4.mp3,sitar,FatBoy,D,4
FatBoy/sitar-mp3/D5.mp3,sitar,FatBoy,D,5
FatBoy/sitar-mp3/D6.mp3,sitar,FatBoy,D,6
FatBoy/sitar-mp3/D7.mp3,sitar,FatBoy,D,7
FatBoy/sitar-mp3/Db1.mp3,sitar,FatBoy,Db,1
FatBoy/sitar-mp3/Db2.mp3,sitar,FatBoy,Db,2
FatBoy/sitar-mp3/Db3.mp3,sitar,FatBoy,Db,3
FatBoy/sitar-mp3/Db4.mp3,sitar,FatBoy,Db,4
FatBoy/sitar-mp3/Db5.mp3,sitar,FatBoy,Db,5
FatBoy/sitar-mp3/Db6.mp3,sitar,FatBoy,Db,6
FatBoy/sitar-mp3/Db7.mp3,sitar,FatBoy,Db,7
FatBoy/sitar-mp3/E1.mp3,sitar,FatBoy,E,1
FatBoy/sitar-mp3/E2.mp3,sitar,FatBoy,E,2
FatBoy/sitar-mp3/E3.mp3,sitar,FatBoy,E,3
FatBoy/sitar-mp3/E4.mp3,sitar,FatBoy,E,4
FatBoy/sitar-mp3/E5.mp3,sitar,FatBoy,E,5
FatBoy/sitar-mp3/E6.mp3,sitar,FatBoy,E,6
FatBoy/sitar-mp3/E7.mp3,sitar,FatBoy,E,7
FatBoy/sitar-mp3/Eb1.mp3,sitar,FatBoy,Eb,1
FatBoy/sitar-mp3/Eb2.mp3,sitar,FatBoy,Eb,2
FatBoy/sitar-mp3/Eb3.mp3,sitar,FatBoy,Eb,3
FatBoy/sitar-mp3/Eb4.mp3,sitar,FatBoy,Eb,4
FatBoy/sitar-mp3/Eb5.mp3,sitar,FatBoy,Eb,5
FatBoy/sitar-mp3/Eb6.mp3,sitar,FatBoy,Eb,6
FatBoy/sitar-mp3/Eb7.mp3,sitar,FatBoy,Eb,7
FatBoy/sitar-mp3/F1.mp3,sitar,FatBoy,F,1
FatBoy/sitar-mp3/F2.mp3,sitar,FatBoy,F,2
FatBoy/sitar-mp3/F3.mp3,sitar,FatBoy,F,3
FatBoy/sitar-mp3/F4.mp3,sitar,FatBoy,F,4
FatBoy/sitar-mp3/F5.mp3,sitar,FatBoy,F,5
FatBoy/sitar-mp3/F6.mp3,sitar,FatBoy,F,6
FatBoy/sitar-mp3/F7.mp3,sitar,FatBoy,F,7
FatBoy/sitar-mp3/G1.mp3,sitar,FatBoy,G,1
FatBoy/sitar-mp3/G2.mp3,sitar,FatBoy,G,2
FatBoy/sitar-mp3/G3.mp3,sitar,FatBoy,G,3
FatBoy/sitar-mp3/G4.mp3,sitar,FatBoy,G,4
FatBoy/sitar-mp3/G5.mp3,sitar,FatBoy,G,5
FatBoy/sitar-mp3/G6.mp3,sitar,FatBoy,G,6
FatBoy/sitar-mp3/G7.mp3,sitar,FatBoy,G,7
FatBoy/sitar-mp3/Gb1.mp3,sitar,FatBoy,Gb,1
FatBoy/sitar-mp3/Gb2.mp3,sitar,FatBoy,Gb,2
FatBoy/sitar-mp3/Gb3.mp3,sitar,FatBoy,Gb,3
FatBoy/sitar-mp3/Gb4.mp3,sitar,FatBoy,Gb,4
FatBoy/sitar-mp3/Gb5.mp3,sitar,FatBoy,Gb,5
FatBoy/sitar-mp3/Gb6.mp3,sitar,FatBoy,Gb,6
FatBoy/sitar-mp3/Gb7.mp3,sitar,FatBoy,Gb,7
FatBoy/slap_bass_1-mp3/A0.mp3,slap_bass_1,FatBoy,A,0
FatBoy/slap_bass_1-mp3/A1.mp3,slap_bass_1,FatBoy,A,1
FatBoy/slap_bass_1-mp3/A2.mp3,slap_bass_1,FatBoy,A,2
FatBoy/slap_bass_1-mp3/A3.mp3,slap_bass_1,FatBoy,A,3
FatBoy/slap_bass_1-mp3/A4.mp3,slap_bass_1,FatBoy,A,4
FatBoy/slap_bass_1-mp3/A5.mp3,slap_bass_1,FatBoy,A,5
FatBoy/slap_bass_1-mp3/A6.mp3,slap_bass_1,FatBoy,A,6
FatBoy/slap_bass_1-mp3/A7.mp3,slap_bass_1,FatBoy,A,7
FatBoy/slap_bass_1-mp3/Ab1.mp3,slap_bass_1,FatBoy,Ab,1
FatBoy/slap_bass_1-mp3/Ab2.mp3,slap_bass_1,FatBoy,Ab,2
FatBoy/slap_bass_1-mp3/Ab3.mp3,slap_bass_1,FatBoy,Ab,3
FatBoy/slap_bass_1-mp3/Ab4.mp3,slap_bass_1,FatBoy,Ab,4
FatBoy/slap_bass_1-mp3/Ab5.mp3,slap_bass_1,FatBoy,Ab,5
FatBoy/slap_bass_1-mp3/Ab6.mp3,slap_bass_1,FatBoy,Ab,6
FatBoy/slap_bass_1-mp3/Ab7.mp3,slap_bass_1,FatBoy,Ab,7
FatBoy/slap_bass_1-mp3/B0.mp3,slap_bass_1,FatBoy,B,0
FatBoy/slap_bass_1-mp3/B1.mp3,slap_bass_1,FatBoy,B,1
FatBoy/slap_bass_1-mp3/B2.mp3,slap_bass_1,FatBoy,B,2
FatBoy/slap_bass_1-mp3/B3.mp3,slap_bass_1,FatBoy,B,3
FatBoy/slap_bass_1-mp3/B4.mp3,slap_bass_1,FatBoy,B,4
FatBoy/slap_bass_1-mp3/B5.mp3,slap_bass_1,FatBoy,B,5
FatBoy/slap_bass_1-mp3/B6.mp3,slap_bass_1,FatBoy,B,6
FatBoy/slap_bass_1-mp3/B7.mp3,slap_bass_1,FatBoy,B,7
FatBoy/slap_bass_1-mp3/Bb0.mp3,slap_bass_1,FatBoy,Bb,0
FatBoy/slap_bass_1-mp3/Bb1.mp3,slap_bass_1,FatBoy,Bb,1
FatBoy/slap_bass_1-mp3/Bb2.mp3,slap_bass_1,FatBoy,Bb,2
FatBoy/slap_bass_1-mp3/Bb3.mp3,slap_bass_1,FatBoy,Bb,3
FatBoy/slap_bass_1-mp3/Bb4.mp3,slap_bass_1,FatBoy,Bb,4
FatBoy/slap_bass_1-mp3/Bb5.mp3,slap_bass_1,FatBoy,Bb,5
FatBoy/slap_bass_1-mp3/Bb6.mp3,slap_bass_1,FatBoy,Bb,6
FatBoy/slap_bass_1-mp3/Bb7.mp3,slap_bass_1,FatBoy,Bb,7
FatBoy/slap_bass_1-mp3/C1.mp3,slap_bass_1,FatBoy,C,1
FatBoy/slap_bass_1-mp3/C2.mp3,slap_bass_1,FatBoy,C,2
FatBoy/slap_bass_1-mp3/C3.mp3,slap_bass_1,FatBoy,C,3
FatBoy/slap_bass_1-mp3/C4.mp3,slap_bass_1,FatBoy,C,4
FatBoy/slap_bass_1-mp3/C5.mp3,slap_bass_1,FatBoy,C,5
FatBoy/slap_bass_1-mp3/C6.mp3,slap_bass_1,FatBoy,C,6
FatBoy/slap_bass_1-mp3/C7.mp3,slap_bass_1,FatBoy,C,7
FatBoy/slap_bass_1-mp3/C8.mp3,slap_bass_1,FatBoy,C,8
FatBoy/slap_bass_1-mp3/D1.mp3,slap_bass_1,FatBoy,D,1
FatBoy/slap_bass_1-mp3/D2.mp3,slap_bass_1,FatBoy,D,2
FatBoy/slap_bass_1-mp3/D3.mp3,slap_bass_1,FatBoy,D,3
FatBoy/slap_bass_1-mp3/D4.mp3,slap_bass_1,FatBoy,D,4
FatBoy/slap_bass_1-mp3/D5.mp3,slap_bass_1,FatBoy,D,5
FatBoy/slap_bass_1-mp3/D6.mp3,slap_bass_1,FatBoy,D,6
FatBoy/slap_bass_1-mp3/D7.mp3,slap_bass_1,FatBoy,D,7
FatBoy/slap_bass_1-mp3/Db1.mp3,slap_bass_1,FatBoy,Db,1
FatBoy/slap_bass_1-mp3/Db2.mp3,slap_bass_1,FatBoy,Db,2
FatBoy/slap_bass_1-mp3/Db3.mp3,slap_bass_1,FatBoy,Db,3
FatBoy/slap_bass_1-mp3/Db4.mp3,slap_bass_1,FatBoy,Db,4
FatBoy/slap_bass_1-mp3/Db5.mp3,slap_bass_1,FatBoy,Db,5
FatBoy/slap_bass_1-mp3/Db6.mp3,slap_bass_1,FatBoy,Db,6
FatBoy/slap_bass_1-mp3/Db7.mp3,slap_bass_1,FatBoy,Db,7
FatBoy/slap_bass_1-mp3/E1.mp3,slap_bass_1,FatBoy,E,1
FatBoy/slap_bass_1-mp3/E2.mp3,slap_bass_1,FatBoy,E,2
FatBoy/slap_bass_1-mp3/E3.mp3,slap_bass_1,FatBoy,E,3
FatBoy/slap_bass_1-mp3/E4.mp3,slap_bass_1,FatBoy,E,4
FatBoy/slap_bass_1-mp3/E5.mp3,slap_bass_1,FatBoy,E,5
FatBoy/slap_bass_1-mp3/E6.mp3,slap_bass_1,FatBoy,E,6
FatBoy/slap_bass_1-mp3/E7.mp3,slap_bass_1,FatBoy,E,7
FatBoy/slap_bass_1-mp3/Eb1.mp3,slap_bass_1,FatBoy,Eb,1
FatBoy/slap_bass_1-mp3/Eb2.mp3,slap_bass_1,FatBoy,Eb,2
FatBoy/slap_bass_1-mp3/Eb3.mp3,slap_bass_1,FatBoy,Eb,3
FatBoy/slap_bass_1-mp3/Eb4.mp3,slap_bass_1,FatBoy,Eb,4
FatBoy/slap_bass_1-mp3/Eb5.mp3,slap_bass_1,FatBoy,Eb,5
FatBoy/slap_bass_1-mp3/Eb6.mp3,slap_bass_1,FatBoy,Eb,6
FatBoy/slap_bass_1-mp3/Eb7.mp3,slap_bass_1,FatBoy,Eb,7
FatBoy/slap_bass_1-mp3/F1.mp3,slap_bass_1,FatBoy,F,1
FatBoy/slap_bass_1-mp3/F2.mp3,slap_bass_1,FatBoy,F,2
FatBoy/slap_bass_1-mp3/F3.mp3,slap_bass_1,FatBoy,F,3
FatBoy/slap_bass_1-mp3/F4.mp3,slap_bass_1,FatBoy,F,4
FatBoy/slap_bass_1-mp3/F5.mp3,slap_bass_1,FatBoy,F,5
FatBoy/slap_bass_1-mp3/F6.mp3,slap_bass_1,FatBoy,F,6
FatBoy/slap_bass_1-mp3/F7.mp3,slap_bass_1,FatBoy,F,7
FatBoy/slap_bass_1-mp3/G1.mp3,slap_bass_1,FatBoy,G,1
FatBoy/slap_bass_1-mp3/G2.mp3,slap_bass_1,FatBoy,G,2
FatBoy/slap_bass_1-mp3/G3.mp3,slap_bass_1,FatBoy,G,3
FatBoy/slap_bass_1-mp3/G4.mp3,slap_bass_1,FatBoy,G,4
FatBoy/slap_bass_1-mp3/G5.mp3,slap_bass_1,FatBoy,G,5
FatBoy/slap_bass_1-mp3/G6.mp3,slap_bass_1,FatBoy,G,6
FatBoy/slap_bass_1-mp3/G7.mp3,slap_bass_1,FatBoy,G,7
FatBoy/slap_bass_1-mp3/Gb1.mp3,slap_bass_1,FatBoy,Gb,1
FatBoy/slap_bass_1-mp3/Gb2.mp3,slap_bass_1,FatBoy,Gb,2
FatBoy/slap_bass_1-mp3/Gb3.mp3,slap_bass_1,FatBoy,Gb,3
FatBoy/slap_bass_1-mp3/Gb4.mp3,slap_bass_1,FatBoy,Gb,4
FatBoy/slap_bass_1-mp3/Gb5.mp3,slap_bass_1,FatBoy,Gb,5
