wp_identifier,archive_id,embed_url,sponsors,sponsor_types,subjects,candidates,type,race,cycle,message,air_count,reference_count,market_count,transcript,date_ingested
1862,PolAd_BernieSanders_5t8cq,https://archive.org/embed/PolAd_BernieSanders_5t8cq,"Bernie 2016","Candidate Committee","Women, Health Care, Abortion","Bernie Sanders",campaign,PRES,2016,pro,12,0,1,"A woman's right to control her own health care is something that's very important to me. The very first conversation that I had with Bernie Sanders was on this issue. Bernie has spent his entire career defending a woman's right to choose. I'm the mother of two daughters. This is critical to me. I would not be standing behind Bernie Sanders if he didn't have a 100% record on a woman's right to make decisions about her own body. This is a deal-breaker and he is a champion for a woman's right to choose. I'm Bernie Sanders and I approved this message.","2016/02/23 12:43:34 UTC"
1863,PolAd_JohnKasich_s23z4,https://archive.org/embed/PolAd_JohnKasich_s23z4,"New Day For America","Super PAC","Economy, Health Care","John Kasich",campaign,PRES,2016,pro,2,0,1,"Being President is more than the economy or health care. I was in a really dark place for a long time, but I found hope and now I've found it in my presidential candidate that I support, and I'd really appreciate one of those hugs you've been talking about. There is a place for quiet strength. The Oval Office. New Day For America is responsible for the content on this advertising.","2016/02/23 12:43:03 UTC"
1808,PolAd_JebBush_m9dh3,https://archive.org/embed/PolAd_JebBush_m9dh3,"Jeb 2016","Candidate Committee","Job Accomplishments","Jeb Bush",campaign,PRES,2016,pro,0,0,0,"Former President George W. Bush joined his brother Jeb tonight for a rally in North Charleston. South Carolina is Bush country. The President of the United States, George W. Bush. The presidency is a serious job, and there's no doubt in my mind that Jeb Bush has the experience and the character to be a great president. Here's the challenge. Everybody's got a lot of ideas, but who has actually rolled up their sleeves and taken the hits? He's got the backbone necessary to make the tough decisions on behalf of the American people. Who's done it? I don't see if you see the scar. This is the one where we created the first voucher program in the country. Who's created the environment to make sure that we can grow our economy at a faster rate? These aren't easy things to do. I didn't cut and run. If you want someone with a proven record. He will stand on principle. Someone with 32 years of private sector experience. He will not waiver in the wind. A solid conservative. And he will always do what's right. Then you're looking at the nominee for the Republican nomination. And I can beat Hillary Clinton. I can promise you that.","2016/02/22 8:50:04 UTC"
1807,PolAd_BernieSanders_eep6o,https://archive.org/embed/PolAd_BernieSanders_eep6o,"Bernie 2016","Candidate Committee","Civil Rights","Bernie Sanders",campaign,PRES,2016,pro,127,0,3,"Going back to the old neighborhood can be hard sometimes. Walls have been built invisibly around the old neighborhood and that police brutality is used to keep folks hemmed in. And frankly, opportunity locked out. I spent my entire life in the civil rights movement. I came up in the NAACP, like my mom came up in the NAACP, like my father came up in the Congress of Racial Equality, like Bernie Sanders came up in the Congress of Racial Equality. Black lives matter. We need to combat institutional racism from top to bottom in a broken criminal justice system. I'm supporting Bernie Sanders for President and all of us who have joined his campaign are there for the same reason. He has always fought for a populist position of let's fight for all of our families as if they are our own. I'm Bernie Sanders and I approved this message.","2016/02/22 8:49:31 UTC"
1815,PolAd_HillaryClinton_91n2s,https://archive.org/embed/PolAd_HillaryClinton_91n2s,"Planned Parenthood Action Fund","Non Profit","Abortion, Women","Hillary Clinton",campaign,PRES,2016,pro,0,0,0,"I receive all of my healthcare services at Planned Parenthood. Hillary Clinton protects them and that's important. I'm with her because she's with us. Planned Parenthood Vote is responsible for the content of this ad. ///// En Planned Parenthood recibo todos los servicios de mi salud. Hillary Clinton los protege y eso es importante. Yo estoy con ella porque ella está con nosotros. Planned Parenthood Vote es responsable por el contenido de este anuncio. partial / EN only","2016/02/22 8:48:48 UTC"
1814,PolAd_MarcoRubio_00f8h,https://archive.org/embed/PolAd_MarcoRubio_00f8h,"Marco Rubio for President","Candidate Committee",,"Marco Rubio",campaign,PRES,2016,pro,207,0,2,"I'm Marco Rubio and I approved of this message. I believe that if we can lead this country. If we can embrace the opportunities of this new era. If we can confront its challenges and harness its promise. I believe with all my heart that you and I will go down in history as the generation that ushered in a new American century. And we will be able to say that we left for our children, and for our grandchildren, what our parents left for us. The single greatest nation in the history of all mankind.","2016/02/22 8:48:13 UTC"
1819,PolAd_JebBush_DonaldTrump_MarcoRubio_xx0ex,https://archive.org/embed/PolAd_JebBush_DonaldTrump_MarcoRubio_xx0ex,"Right to Rise USA","Super PAC",,"Donald Trump, Jeb Bush, Marco Rubio",campaign,PRES,2016,mixed,66,0,1,"Tell them to go **** themselves. He's not a reckless blowhard, or a scripted robot. He's a conservative governor with proven results. He led the nation in job creation and beat the teachers union to enact massive reform. Jeb Bush. Over 40 retired generals and admirals, and 12 medal of honor recipients know he's the Commander-in-Chief we need now. Conservative, proven and prepared. Jeb Bush for President. Right To Rise USA is responsible for the content of this message.","2016/02/22 8:47:34 UTC"
1820,PolAd_BernieSanders_irgy6,https://archive.org/embed/PolAd_BernieSanders_irgy6,"Bernie 2016","Candidate Committee","Families, Immigration","Bernie Sanders",campaign,PRES,2016,pro,0,0,0,"I am an aspiring American, not an illegal immigrant. We share America's future with you. Mass deportation is destroying our families. Together we can accomplish anything. We support Bernie Sanders because he supports us. [Soy Bernie Sanders y apruebo este mensaje.] partial / EN only","2016/02/22 8:46:51 UTC"
1823,PolAd_TedCruz_irs4v,https://archive.org/embed/PolAd_TedCruz_irs4v,"Keep the Promise I","Super PAC","Supreme Court, Job Accomplishments, States, Religion, Guns","Ted Cruz",campaign,PRES,2016,pro,1,0,1,"This year, South Carolina will have a choice to make. Will the next President pick a Supreme Court judge who will defend the Constitution? Only one candidate has what it takes because he not only knows the constitution, he's defended it. Ted Cruz argued nine cases in front of the Supreme Court and won. And has fought for the Constitution his entire career, defending state sovereignty, the Ten Commandments and defending your gun rights. Ted Cruz knows what it takes to have a Supreme Court that stands firm for constitutional principles. Keep the Promise I is responsible for the content of this advertising.","2016/02/22 8:46:01 UTC"
1816,PolAd_HillaryClinton_5w43s,https://archive.org/embed/PolAd_HillaryClinton_5w43s,"Planned Parenthood Action Fund","Non Profit","Abortion, Women","Hillary Clinton",campaign,PRES,2016,pro,0,0,0,"Now I'm a citizen. I'm excited to vote for Hillary Clinton. She cares about us no matter our immigration status. I'm with her because she's with us. Planned Parenthood Vote is responsible for the content of this ad. ///// Ahora soy ciudadana. Estoy emocionada de votar por Hillary Clinton. Ella se preocupa por nosotros sin importar el estado migratorio. Estoy con ella porque ella está con nosotros. Planned Parenthood Vote es responsable por el contenido de este anuncio. partial / EN only","2016/02/22 8:45:15 UTC"
1824,PolAd_MarcoRubio_hnc4m,https://archive.org/embed/PolAd_MarcoRubio_hnc4m,"Conservative Solutions PAC","Super PAC",,"Marco Rubio",campaign,PRES,2016,pro,22,0,5,"We as a nation have faced troubling times before. In fact thirty-six years ago this nation faced a period of doubt. After a failed presidency, it felt like America was in decline, our economy was stagnant and the American Dream felt like it was slipping away. And then we elected a President that inspired us. A President who asked us to remember who we were and who believed as we do, that America's greatest days always lie ahead. Ronald Reagan. Ronald Reagan made us believe that it was morning in America again, and it was. Well now the children of the Reagan revolution are ready to assume the mantle of leadership.","2016/02/22 8:43:25 UTC"
1821,PolAd_BernieSanders_t3lbg,https://archive.org/embed/PolAd_BernieSanders_t3lbg,"Bernie 2016","Candidate Committee",Income,"Bernie Sanders",campaign,PRES,2016,pro,0,0,0,"My name is Congressman Keith Ellison and I support Bernie Sanders. One of the things that I really admire Bernie for is his unapologetic demand that we raise the wages of the American people. Bernie Sanders is going to help regular working people. You know, folks who are raising kids and putting food on the table every day. Bernie is unashamed and unapologetic about talking to what the American people really need, and I would urge everyone to get out and caucus for Bernie Sanders. I'm Bernie Sanders and I approved this message.","2016/02/22 8:42:19 UTC"
1826,PolAd_TedCruz_p0hru,https://archive.org/embed/PolAd_TedCruz_p0hru,"Keep the Promise I","Super PAC","Taxes, Debt","Ted Cruz",campaign,PRES,2016,unknown,23,0,2,"Ted Cruz has a bold new tax plan that will help the American middle class. Ted Cruz ten percent flat tax will help relieve the tax burden from American families. And his sixteen percent business flat tax will promote growth in the economy. Ted Cruz will repeal payroll tax, the death tax and the Affordable Care Act, and he will abolish the IRS. Ted Cruz bold new tax plan. Don't you think it's time for tax reform that works for you? Keep the Promise I is responsible for the content of this advertising.","2016/02/22 8:41:42 UTC"
1828,PolAd_HillaryClinton_9oqmd,https://archive.org/embed/PolAd_HillaryClinton_9oqmd,"Hillary for America",Multiple,"Job Accomplishments, Abortion, Women, Health Care, Climate Change, Marriage","Hillary Clinton",campaign,PRES,2016,pro,299,0,2,"For her experience, leadership, tenacity, the Las Vegas Sun endorses Hillary Clinton. Just like Planned Parenthood Action Fund endorses Clinton for her fortitude keeping government out of women's personal health care decisions. And the League of Conservation Voters Action Fund for her bold plan to attack climate change. Or the Human Rights Campaign because Hillary believes only love should decide which two people can marry. Not just a progressive. A progressive who gets results. I'm Hillary Clinton and I approved this message.","2016/02/22 8:40:56 UTC"
1827,PolAd_TedCruz_v8a8y,https://archive.org/embed/PolAd_TedCruz_v8a8y,"Cruz for President","Candidate Committee",Religion,"Ted Cruz",campaign,PRES,2016,pro,132,0,1,"Were it not for the transformative love of Jesus Christ, I would have been raised by a single mom without my father in the house. God's blessing has been on America from the very beginning of this nation. Over and over again, when we faced impossible odds, the American people rose to the challenge. This is our fight and that is why I'm running for President of the United States. I'm Ted Cruz and I approved this message.","2016/02/22 8:40:21 UTC"
1825,PolAd_HillaryClinton_pl661,https://archive.org/embed/PolAd_HillaryClinton_pl661,"Hillary for America",Multiple,"Civil Rights, Job Accomplishments","Hillary Clinton",campaign,PRES,2016,pro,1065,0,21,"She says their names. Trayvon Martin. Shot to death. Dontre Hamilton. Unarmed. Sandra Bland. Did nothing wrong. And makes their mother's fight for justice her own. She speaks for a city poisoned by indifference. We need action now. And stands with the President against those who would undo his achievements, just like she's always stood with us. Hillary Clinton. I'm Hillary Clinton and I approved this message.","2016/02/22 8:39:47 UTC"
1830,PolAd_HillaryClinton_12cuv,https://archive.org/embed/PolAd_HillaryClinton_12cuv,"Planned Parenthood Votes","Super PAC","Abortion, Women, Health Care, Public Health","Hillary Clinton",campaign,PRES,2016,pro,108,0,1,"Remember, there's a lot at stake in this election. Hillary Clinton is a champion for women's health care. That's why Planned Parenthood Action Fund has endorsed her. I'm with Hillary, because she's with us. Planned Parenthood Votes is responsible for the content of this advertising.","2016/02/22 8:39:03 UTC"
1829,PolAd_HillaryClinton_d5ix6,https://archive.org/embed/PolAd_HillaryClinton_d5ix6,"Planned Parenthood Votes","Super PAC","Women, Children, Abortion, Public Health","Hillary Clinton",campaign,PRES,2016,unknown,102,0,1,"For me, this is personal. Hillary Clinton's been a champion for women and girls. She's fought to protect Planned Parenthood and make sure every woman has access to birth control. I'm with her, because she's with us. Planned Parenthood Votes is responsible for the content of this advertising.","2016/02/22 8:38:34 UTC"
1831,PolAd_BernieSanders_co0pk,https://archive.org/embed/PolAd_BernieSanders_co0pk,"Bernie 2016","Candidate Committee","Housing, Economy","Bernie Sanders",campaign,PRES,2016,pro,309,0,2,"I've watched as the house across the street has sat empty for over six years. I've watched good friends have their homes foreclosed on. People are still really suffering and they're looking for somebody that is going to create bold change. Wall Street gave bad advice and bad loans, over and over again, and nothing happened. People are so excited about Bernie Sanders because they know that he's not beholden to Wall Street. We need someone like Bernie Sanders that's going to fight for the middle class. We have to fix things now. I'm Bernie Sanders and I approved this message.","2016/02/22 8:37:52 UTC"
1832,PolAd_BernieSanders_2nh5z,https://archive.org/embed/PolAd_BernieSanders_2nh5z,"Bernie 2016","Candidate Committee",,"Bernie Sanders",campaign,PRES,2016,pro,0,0,0,"Greetings from Elko Nevada Airport. We just had a great meeting in Elko. Were off to Reno and then we're off to Las Vegas tonight. The eyes of the world are going to be on Nevada tomorrow. I hope that we can have a very huge turnout. I hope the people stand up for democracy and stand up for a political revolution which transforms our country. Thank you so much for your support. Look forward to seeing you at the caucuses tomorrow. Thank you.","2016/02/22 8:37:21 UTC"
1860,PolAd_MarcoRubio_DonaldTrump_TedCruz_ddbo2,https://archive.org/embed/PolAd_MarcoRubio_DonaldTrump_TedCruz_ddbo2,"Conservative Solutions PAC","Super PAC","Terrorism, Economy, Supreme Court","Donald Trump, Marco Rubio, Ted Cruz",campaign,PRES,2016,mixed,422,0,5,"We live in dangerous times. Terrorism growing. The economy teetering. The Supreme Court in the balance. Trump. Erratic, unreliable. Cruz. Calculated, underhanded. The choice we can count on? Marco Rubio. A disciple of Reagan. Smart and forceful. The Democrats' nightmare. Marco Rubio. The Republican who can beat Hillary and inspire a new generation. Conservative Solutions PAC is responsible for the content of this advertising.","2016/02/22 8:36:35 UTC"
1861,PolAd_JohnKasich_6fso2,https://archive.org/embed/PolAd_JohnKasich_6fso2,"Planned Parenthood Advocates of Ohio","Non Profit",Abortion,"John Kasich",campaign,PRES,2016,con,0,0,0,"John Kasich says he supports women and families. So why does he want to defund Planned Parenthood, cut programs that prevent infant mortality, and end important domestic violence prevention initiatives? Why would Kasich cut funding for lifesaving breast and cervical cancer screenings, and 50,000 tests that stop the spread of HIV and other diseases? All while 65% of Ohioans support funding for Planned Parenthood. Tell Governor Kasich his actions speak louder than words. It's time to stand up for women's health.","2016/02/22 8:35:45 UTC"
