collection,col,power
zhannadosmailova,76,0.29
zhannadosmailova,77,0.3974021000035353
zhannadosmailova,78,0.17000000000000004
zhannadosmailova,79,0.22
zhannadosmailova,80,0.3958667102133168
zhannadosmailova,81,0.3686858563734956
zhannadosmailova,82,0.34
zhannadosmailova,83,0.4609092776250465
zhannadosmailova,84,0.6517454069787997
zhannadosmailova,85,0.27
zhannadosmailova,86,0.6220317710972577
zhannadosmailova,87,0.28422424953577363
zhannadosmailova,88,0.33
zhannadosmailova,89,0.5043396369354157
zhannadosmailova,90,0.6
zhannadosmailova,91,0.58
zhannadosmailova,92,0.5770342374313762
zhannadosmailova,93,0.6108515165850448
zhannadosmailova,94,0.59
zhannadosmailova,95,0.3010422744819436
zhannadosmailova,96,0.44
zhannadosmailova,97,0.9854609687895097
zhannadosmailova,98,0.5895556726526475
zhannadosmailova,99,0.77
zhannadosmailova,100,0.843504888055367
zhannadosmailova,101,0.19303616672755342
zhannadosmailova,102,0.03
zhannadosmailova,103,0.2249859511547999
zhannadosmailova,104,0.15183850477862756
zhannadosmailova,105,0.22
zhannadosmailova,106,0.2197046796375078
zhannadosmailova,107,0.13475625379840708
zhannadosmailova,108,0.24
zhannadosmailova,109,0.1933013860292694
zhannadosmailova,110,0.5091528100215658
zhannadosmailova,111,0.33
zhannadosmailova,112,0.20738509660790677
zhannadosmailova,113,0.23791580457206157
zhannadosmailova,114,0.17
zhannadosmailova,115,0.14498191074395747
zhannadosmailova,116,0.18837583901656402
zhannadosmailova,117,0.22
zhannadosmailova,118,0.2022262663741858
zhannadosmailova,119,0.10116764506337553
zhannadosmailova,120,0.06
zhannadosmailova,121,0.27583477413261637
zhannadosmailova,122,0.25544990816482854
zhannadosmailova,123,0.07
zhannadosmailova,124,0.0
zhannadosmailova,125,0.0
zhannadosmailova,126,0.0
zhannadosmailova,127,0.01
zhannadosmailova,128,0.01
zhannadosmailova,129,0.01
zhannadosmailova,130,0.01
zhannadosmailova,131,0.010000000000000002
zhannadosmailova,132,0.01
zhannadosmailova,133,0.01
zhannadosmailova,134,0.01
zhannadosmailova,135,0.01
zhannadosmailova,136,0.01
zhannadosmailova,137,0.01
zhannadosmailova,138,0.01
zhannadosmailova,139,0.01
zhannadosmailova,140,0.01
zhannadosmailova,141,0.01
zhannadosmailova,142,0.01
zhannadosmailova,143,0.01
basaktaner,0,0.11
basaktaner,1,0.13
basaktaner,2,0.05
basaktaner,3,0.05
basaktaner,4,0.07
basaktaner,5,0.06
basaktaner,6,0.05128569946547528
basaktaner,7,0.05
basaktaner,8,0.06
basaktaner,9,0.041928557701628746
basaktaner,10,0.04
basaktaner,11,0.05
basaktaner,12,0.05257141593778221
basaktaner,13,0.05
basaktaner,14,0.07
basaktaner,15,0.05678572582606432
basaktaner,16,0.05
basaktaner,17,0.08
basaktaner,18,0.05614286758991086
basaktaner,19,0.04
basaktaner,20,0.05
basaktaner,21,0.04899998129248519
basaktaner,22,0.05
basaktaner,23,0.05
basaktaner,24,0.09057139552958424
basaktaner,25,0.05
basaktaner,26,0.06
basaktaner,27,0.05
basaktaner,28,0.05
basaktaner,29,0.05
basaktaner,30,0.05642856535470299
basaktaner,31,0.07
basaktaner,32,0.06
basaktaner,33,0.05292857640914356
basaktaner,34,0.08
basaktaner,35,0.1
basaktaner,36,0.15714295432475225
basaktaner,37,0.28
basaktaner,38,0.24
basaktaner,39,0.20207138107377734
basaktaner,40,0.06
basaktaner,41,0.06
basaktaner,42,0.24400004081639595
basaktaner,43,0.1
basaktaner,44,1.2
basaktaner,45,0.9207142869290595
basaktaner,46,1.05
basaktaner,47,0.43
basaktaner,48,2.39
basaktaner,49,2.060858827991204
basaktaner,50,0.34
basaktaner,51,0.11
basaktaner,52,0.1053572199952721
basaktaner,53,0.15
basaktaner,54,0.26
basaktaner,55,0.15528575728870286
basaktaner,56,0.2
basaktaner,57,0.15
basaktaner,58,0.195571455053495
basaktaner,59,0.25
basaktaner,60,0.21
basaktaner,61,0.14142869290594032
basaktaner,62,0.28
basaktaner,63,0.17
basaktaner,64,0.3209999336733566
basaktaner,65,0.2
basaktaner,66,0.22
basaktaner,67,0.5982856943634258
basaktaner,68,0.65
basaktaner,69,0.31
basaktaner,70,0.2604299497107988
basaktaner,71,0.3
basaktaner,72,0.36
basaktaner,73,0.7231168590422773
basaktaner,74,0.32
basaktaner,75,0.41
basaktaner,76,0.1542775242815039
basaktaner,77,0.13
basaktaner,78,0.23
basaktaner,79,0.1964422048336817
basaktaner,80,0.11
basaktaner,81,0.2
basaktaner,82,0.3946084602184698
basaktaner,83,0.19
basaktaner,84,0.44
basaktaner,85,0.4738828467395353
basaktaner,86,0.17
basaktaner,87,0.23
basaktaner,88,0.22552240735103293
basaktaner,89,0.06
basaktaner,90,0.17
basaktaner,91,0.3192448796681627
basaktaner,92,0.27
basaktaner,93,0.21
basaktaner,94,0.17029659914387613
basaktaner,95,0.1
basaktaner,96,0.1
basaktaner,97,0.14
basaktaner,98,0.06886261711329442
basaktaner,99,0.07
basaktaner,100,0.08
basaktaner,101,0.14515380128197497
basaktaner,102,0.17
basaktaner,103,0.14
basaktaner,104,0.08741763166263888
basaktaner,105,0.04
basaktaner,106,0.06
basaktaner,107,0.06249726615181319
basaktaner,108,0.06
basaktaner,109,0.06
basaktaner,110,0.08057962683610007
basaktaner,111,0.07
basaktaner,112,0.06
basaktaner,113,0.021348947872360326
basaktaner,114,0.02
basaktaner,115,0.02
basaktaner,116,0.02885168172054714
basaktaner,117,0.02
basaktaner,118,0.03
basaktaner,119,0.055206097289281116
basaktaner,120,0.06
basaktaner,121,0.05
basaktaner,122,0.04
basaktaner,123,0.05
basaktaner,124,0.05
basaktaner,125,0.04364558443126604
basaktaner,126,0.03
basaktaner,127,0.07
basaktaner,128,0.04000000000000001
basaktaner,129,0.05
basaktaner,130,0.01
basaktaner,131,0.007640132041040887
basaktaner,132,0.01
basaktaner,133,0.01
basaktaner,134,0.010000000000000002
basaktaner,135,0.01
basaktaner,136,0.01
basaktaner,137,0.010000000000000002
basaktaner,138,0.01
basaktaner,139,0.1
basaktaner,140,0.07
basaktaner,141,0.06
basaktaner,142,0.12
basaktaner,143,0.09
laraaragon,0,0.91
laraaragon,1,0.8149930000000001
laraaragon,2,0.96
laraaragon,3,0.49
laraaragon,4,0.7600052666754445
laraaragon,5,0.7
laraaragon,6,0.61
laraaragon,7,0.6149950416584028
laraaragon,8,0.11
laraaragon,9,0.13
laraaragon,10,0.16000530000883337
laraaragon,11,0.14
laraaragon,12,0.13
laraaragon,13,0.1250049750082917
laraaragon,14,0.16
laraaragon,15,0.16
laraaragon,16,0.16999203332005552
laraaragon,17,0.19
laraaragon,18,0.05
laraaragon,19,0.030000000000000002
laraaragon,20,0.03
laraaragon,21,0.03
laraaragon,22,0.03500265833776389
laraaragon,23,0.03
laraaragon,24,0.03
laraaragon,25,0.04
laraaragon,26,0.03
laraaragon,27,0.04
laraaragon,28,0.03499667499445833
laraaragon,29,0.04
laraaragon,30,0.04
laraaragon,31,0.03499634166056943
laraaragon,32,0.05
laraaragon,33,0.04
laraaragon,34,0.04
laraaragon,35,0.03
laraaragon,36,0.03
laraaragon,37,0.03499567499279166
laraaragon,38,0.04
laraaragon,39,0.04
laraaragon,40,0.04
laraaragon,41,0.05
laraaragon,42,0.05
laraaragon,43,0.0649815249692083
laraaragon,44,0.04
laraaragon,45,0.02
laraaragon,46,0.04
laraaragon,47,0.1
laraaragon,48,0.13
laraaragon,49,0.2948566747611246
laraaragon,50,0.56
laraaragon,51,0.46
laraaragon,52,0.22506442510737518
laraaragon,53,0.17
laraaragon,54,0.27
laraaragon,55,0.6796553827589713
laraaragon,56,0.61
laraaragon,57,0.84
laraaragon,58,0.8698434997391662
laraaragon,59,0.74
laraaragon,60,0.77
laraaragon,61,0.6349102581837637
laraaragon,62,0.67
laraaragon,63,0.72
laraaragon,64,0.9798471497452497
laraaragon,65,0.6
laraaragon,66,0.67
laraaragon,67,0.7149558749264581
laraaragon,68,0.76
laraaragon,69,0.76
laraaragon,70,0.979670299450499
laraaragon,71,0.74
laraaragon,72,0.94
laraaragon,73,0.8695064325107208
laraaragon,74,1.02
laraaragon,75,0.54
laraaragon,76,0.46980349967249946
laraaragon,77,0.9
laraaragon,78,0.43
laraaragon,79,0.48975619959366595
laraaragon,80,0.57
laraaragon,81,0.92
laraaragon,82,0.7502937671562786
laraaragon,83,1.08
laraaragon,84,1.32
laraaragon,85,1.0699133998556665
laraaragon,86,1.41
laraaragon,87,1.26
laraaragon,88,0.7948772581287635
laraaragon,89,1.16
laraaragon,90,1.52
laraaragon,91,1.3799540332567222
laraaragon,92,1.81
laraaragon,93,1.52
laraaragon,94,1.8698344497240829
laraaragon,95,1.62
laraaragon,96,0.42
laraaragon,97,1.5539908566514278
laraaragon,98,1.66
laraaragon,99,1.14
laraaragon,100,0.6498251163751939
laraaragon,101,0.69
laraaragon,102,0.56
laraaragon,103,1.013986823311372
laraaragon,104,1.83
laraaragon,105,2.87
laraaragon,106,0.8102368503947507
laraaragon,107,0.69
laraaragon,108,1.23
laraaragon,109,1.1701619002698338
laraaragon,110,0.9
laraaragon,111,0.91
laraaragon,112,0.5403594505990843
laraaragon,113,0.2
laraaragon,114,0.28
laraaragon,115,0.5896885161475269
laraaragon,116,0.78
laraaragon,117,0.66
laraaragon,118,0.614405840676401
laraaragon,119,1.29
laraaragon,120,0.92
laraaragon,121,1.2845997243328737
laraaragon,122,1.02
laraaragon,123,1.31
laraaragon,124,2.7081808303013837
laraaragon,125,0.96
laraaragon,126,1.81
laraaragon,127,0.9507109678516131
laraaragon,128,0.86
laraaragon,129,2.99
laraaragon,130,1.4082848638081065
laraaragon,131,1.71
laraaragon,132,0.85
laraaragon,133,1.5529978216630362
laraaragon,134,2.18
laraaragon,135,1.59
laraaragon,136,0.7150514750857918
laraaragon,137,0.45
laraaragon,138,0.45
laraaragon,139,0.24059471765786275
laraaragon,140,0.25
laraaragon,141,0.36
laraaragon,142,0.40494652491087485
laraaragon,143,0.62
ruminagashima,0,0.39
ruminagashima,1,0.7051
ruminagashima,2,0.36513952523254206
ruminagashima,3,0.14
ruminagashima,4,0.20349052248420413
ruminagashima,5,0.15748924581540968
ruminagashima,6,0.12
ruminagashima,7,0.11132936888228148
ruminagashima,8,0.05
ruminagashima,9,0.06933233222055371
ruminagashima,10,0.08399247332078888
ruminagashima,11,0.1
ruminagashima,12,0.0989895
ruminagashima,13,0.049543500000000004
ruminagashima,14,0.04
ruminagashima,15,0.04
ruminagashima,16,0.04
ruminagashima,17,0.04
ruminagashima,18,0.05
ruminagashima,19,0.05
ruminagashima,20,0.05
ruminagashima,21,0.04
ruminagashima,22,0.04
ruminagashima,23,0.052052836754727924
ruminagashima,24,0.05
ruminagashima,25,0.04
ruminagashima,26,0.05
ruminagashima,27,0.05
ruminagashima,28,0.06
ruminagashima,29,0.08
ruminagashima,30,0.07
ruminagashima,31,0.06
ruminagashima,32,0.06
ruminagashima,33,0.07
ruminagashima,34,0.07
ruminagashima,35,0.08
ruminagashima,36,0.08
ruminagashima,37,0.07
ruminagashima,38,0.07
ruminagashima,39,0.07
ruminagashima,40,0.08
ruminagashima,41,0.0659430432384054
ruminagashima,42,0.07
ruminagashima,43,0.06
ruminagashima,44,0.07
ruminagashima,45,0.11
ruminagashima,46,0.07
ruminagashima,47,0.053242572070953446
ruminagashima,48,0.07
ruminagashima,49,0.05633499389165649
ruminagashima,50,0.07135298558830931
ruminagashima,51,0.05
ruminagashima,52,0.07
ruminagashima,53,0.0865320442200737
ruminagashima,54,0.05999999999999999
ruminagashima,55,0.07
ruminagashima,56,0.08512674187790313
ruminagashima,57,0.1335797726329544
ruminagashima,58,0.62
ruminagashima,59,0.6069948616581028
ruminagashima,60,0.8534721391202319
ruminagashima,61,0.8827898713164523
ruminagashima,62,0.9894709991183318
ruminagashima,63,1.2860765434609058
ruminagashima,64,1.248483014138357
ruminagashima,65,0.5440012233353723
ruminagashima,66,0.3178977464962442
ruminagashima,67,0.40732851221418703
ruminagashima,68,0.21714172856954764
ruminagashima,69,0.27
ruminagashima,70,0.4797925996543328
ruminagashima,71,0.5343519405865675
ruminagashima,72,0.4663714939524899
ruminagashima,73,0.39009353348922243
ruminagashima,74,0.3975767126278544
ruminagashima,75,0.2309670849451416
ruminagashima,76,0.47
ruminagashima,77,0.52
ruminagashima,78,0.23931151551919255
ruminagashima,79,0.37
ruminagashima,80,0.8499434999058332
ruminagashima,81,0.780655467759113
ruminagashima,82,0.95
ruminagashima,83,0.71
ruminagashima,84,0.3373153621922703
ruminagashima,85,0.32005218342030567
ruminagashima,86,0.3490957984929975
ruminagashima,87,0.71
ruminagashima,88,0.29
ruminagashima,89,0.9963363272272119
ruminagashima,90,1.04
ruminagashima,91,0.9549544749241249
ruminagashima,92,0.37555490925818213
ruminagashima,93,0.29
ruminagashima,94,0.452190636984395
ruminagashima,95,0.5075753792922989
ruminagashima,96,0.28
ruminagashima,97,0.524035
ruminagashima,98,0.44915021525035875
ruminagashima,99,0.92
ruminagashima,100,0.9390855151425253
ruminagashima,101,0.3935470725784543
ruminagashima,102,0.23
ruminagashima,103,0.14055961759936264
ruminagashima,104,0.12
ruminagashima,105,0.1830499550832585
ruminagashima,106,0.27
ruminagashima,107,0.15967306612177687
ruminagashima,108,0.22
ruminagashima,109,0.1861369768949615
ruminagashima,110,0.2261948936581561
ruminagashima,111,0.35
ruminagashima,112,0.3719624699374499
ruminagashima,113,0.5391279818799698
ruminagashima,114,0.43
ruminagashima,115,0.47
ruminagashima,116,0.4092213320355534
ruminagashima,117,0.2522879204798675
ruminagashima,118,0.43
ruminagashima,119,0.5509581682636139
ruminagashima,120,0.41408482347470577
ruminagashima,121,0.42
ruminagashima,122,0.38117053528422545
ruminagashima,123,0.3853605
ruminagashima,124,0.6683212305353843
ruminagashima,125,0.92
ruminagashima,126,0.9737716666666667
ruminagashima,127,0.9838340063900107
ruminagashima,128,1.03
ruminagashima,129,1.1121780536300894
ruminagashima,130,1.1112763521272537
ruminagashima,131,1.13
ruminagashima,132,0.7734105
ruminagashima,133,1.1499999999999997
ruminagashima,134,0.9899274665457776
ruminagashima,135,0.97
ruminagashima,136,0.6113378522297537
ruminagashima,137,0.5922499370832285
ruminagashima,138,0.78
ruminagashima,139,0.994099006831678
ruminagashima,140,1.0507325845543076
ruminagashima,141,1.29
ruminagashima,142,0.45670474450790755
ruminagashima,143,0.4
ruixianfan,0,1.15
ruixianfan,1,0.58
ruixianfan,2,0.52
ruixianfan,3,0.3697241495402493
ruixianfan,4,0.83
ruixianfan,5,0.2
ruixianfan,6,0.4193016821694703
ruixianfan,7,0.5
ruixianfan,8,0.54
ruixianfan,9,0.758293
ruixianfan,10,0.13
ruixianfan,11,0.17
ruixianfan,12,0.6502523337538897
ruixianfan,13,0.37
ruixianfan,14,1.0
ruixianfan,15,0.8012546687577813
ruixianfan,16,0.62
ruixianfan,17,0.46
ruixianfan,18,0.6292473320788867
ruixianfan,19,0.62
ruixianfan,20,0.22
ruixianfan,21,0.16087533479222466
ruixianfan,22,1.63
ruixianfan,23,1.62
ruixianfan,24,1.4517444862408104
ruixianfan,25,0.68
ruixianfan,26,0.22
ruixianfan,27,0.31168900281500467
ruixianfan,28,2.36
ruixianfan,29,1.04
ruixianfan,30,1.413100371833953
ruixianfan,31,1.38
ruixianfan,32,1.72
ruixianfan,33,1.9027480045800074
ruixianfan,34,1.65
ruixianfan,35,1.9
ruixianfan,36,1.5927443545739246
ruixianfan,37,1.87
ruixianfan,38,1.67
ruixianfan,39,1.4094396490660817
ruixianfan,40,1.8
ruixianfan,41,1.78
ruixianfan,42,1.790975018291697
ruixianfan,43,2.24
ruixianfan,44,0.52
ruixianfan,45,2.068588997648329
ruixianfan,46,2.11
ruixianfan,47,3.12
ruixianfan,48,2.8315050025083375
ruixianfan,49,2.65
ruixianfan,50,2.48
ruixianfan,51,2.401407719012865
ruixianfan,52,0.2
ruixianfan,53,0.46
ruixianfan,54,0.581691002818338
ruixianfan,55,0.46
ruixianfan,56,0.43
ruixianfan,57,0.5647600079333466
ruixianfan,58,0.45
ruixianfan,59,0.4
ruixianfan,60,0.6718790031316719
ruixianfan,61,0.4
ruixianfan,62,0.48
ruixianfan,63,0.9355313092188486
ruixianfan,64,2.69
ruixianfan,65,2.23
ruixianfan,66,0.39707329512215855
ruixianfan,67,0.14
ruixianfan,68,0.2
ruixianfan,69,0.14790717984529975
ruixianfan,70,0.16
ruixianfan,71,0.19
ruixianfan,72,0.1569693282822138
ruixianfan,73,0.19
ruixianfan,74,0.26
ruixianfan,75,0.24835004725007875
ruixianfan,76,0.46
ruixianfan,77,0.5
ruixianfan,78,0.6501919836533061
ruixianfan,79,0.12
ruixianfan,80,0.14
ruixianfan,81,0.1174584957641596
ruixianfan,82,0.11
ruixianfan,83,0.16
ruixianfan,84,0.1647379912299854
ruixianfan,85,0.07
ruixianfan,86,0.13
ruixianfan,87,0.2763974773291289
ruixianfan,88,0.54
ruixianfan,89,0.55
ruixianfan,90,0.36812666354443924
ruixianfan,91,0.3
ruixianfan,92,0.3
ruixianfan,93,0.2742009903349839
ruixianfan,94,0.43
ruixianfan,95,0.38
ruixianfan,96,0.15900366500610835
ruixianfan,97,0.54
ruixianfan,98,0.47
ruixianfan,99,0.5395332658887765
ruixianfan,100,0.49
ruixianfan,101,0.13
ruixianfan,102,0.14718901198168666
ruixianfan,103,0.13
ruixianfan,104,0.19
ruixianfan,105,0.39104233507055847
ruixianfan,106,0.46
ruixianfan,107,0.33
ruixianfan,108,0.3542280070466784
ruixianfan,109,0.41
ruixianfan,110,0.28
ruixianfan,111,0.22321700536167557
ruixianfan,112,0.37
ruixianfan,113,0.3
ruixianfan,114,0.28456165760276264
ruixianfan,115,0.22
ruixianfan,116,0.29
ruixianfan,117,0.1689766482944138
ruixianfan,118,0.3
ruixianfan,119,0.45
ruixianfan,120,0.39060905101508503
ruixianfan,121,0.42
ruixianfan,122,0.23
ruixianfan,123,0.31157063595105994
ruixianfan,124,1.16
ruixianfan,125,0.39
ruixianfan,126,0.5605346508910847
ruixianfan,127,0.75
ruixianfan,128,0.56
ruixianfan,129,0.6590694817824696
ruixianfan,130,0.66
ruixianfan,131,0.65
ruixianfan,132,0.6036582060970102
ruixianfan,133,0.48
ruixianfan,134,0.44
ruixianfan,135,0.4174469957449929
ruixianfan,136,0.51
ruixianfan,137,0.97
ruixianfan,138,0.7822267537112562
ruixianfan,139,0.48
ruixianfan,140,0.89
ruixianfan,141,0.7408351013918356
ruixianfan,142,0.68
ruixianfan,143,0.54
jamilajad,0,0.0349663282571912
jamilajad,1,0.03
jamilajad,2,0.03
jamilajad,3,0.029509644670050756
jamilajad,4,0.03426565143824027
jamilajad,5,0.03
jamilajad,6,0.046947913617451126
jamilajad,7,0.04
jamilajad,8,0.04
jamilajad,9,0.03
jamilajad,10,0.04
jamilajad,11,0.03
jamilajad,12,0.035439078577121114
jamilajad,13,0.03019439965211447
jamilajad,14,0.04
jamilajad,15,0.03494973764761024
jamilajad,16,0.03
jamilajad,17,0.030000000000000002
jamilajad,18,0.030000000000000002
jamilajad,19,0.03
jamilajad,20,0.12057967949184348
jamilajad,21,0.02
jamilajad,22,0.02
jamilajad,23,0.018463956791805063
jamilajad,24,0.025055473867130067
jamilajad,25,0.04
jamilajad,26,0.03730405635204121
jamilajad,27,0.04414819652825132
jamilajad,28,0.06
jamilajad,29,0.08422670765940382
jamilajad,30,0.09
jamilajad,31,0.11854822089377479
jamilajad,32,0.05
jamilajad,33,0.05
jamilajad,34,0.04835228147594159
jamilajad,35,0.13237316814410854
jamilajad,36,0.19
jamilajad,37,0.44288942959294353
jamilajad,38,0.5636416474477961
jamilajad,39,0.47
jamilajad,40,0.8330660627175343
jamilajad,41,0.4761397565816524
jamilajad,42,0.5499317088522991
jamilajad,43,1.48
jamilajad,44,0.335524442511747
jamilajad,45,0.46955940703791377
jamilajad,46,0.77
jamilajad,47,0.5403636385171549
jamilajad,48,0.6169882351746788
jamilajad,49,0.51
jamilajad,50,0.3889257003818958
jamilajad,51,0.61
jamilajad,52,0.7451659647478253
jamilajad,53,1.0815102056010246
jamilajad,54,0.89
jamilajad,55,1.4087568337679082
jamilajad,56,1.223982443286706
jamilajad,57,1.1
jamilajad,58,0.7577394039583824
jamilajad,59,1.333665302310156
jamilajad,60,7.609277900639426
jamilajad,61,0.86
jamilajad,62,7.143009954331564
jamilajad,63,1.86
jamilajad,64,1.2144640177056139
jamilajad,65,2.713881089477309
jamilajad,66,2.0920044873172374
jamilajad,67,2.59
jamilajad,68,2.854983917062466
jamilajad,69,2.78
jamilajad,70,3.0371494198805746
jamilajad,71,2.2874236504630296
jamilajad,72,1.69
jamilajad,73,1.3738493466147996
jamilajad,74,1.681731475010956
jamilajad,75,1.49
jamilajad,76,1.8309125903766335
jamilajad,77,1.975635001074452
jamilajad,78,1.8201015228426396
jamilajad,79,2.66
jamilajad,80,2.8913705583756344
jamilajad,81,2.528777239893807
jamilajad,82,2.46
jamilajad,83,1.8335328655378433
jamilajad,84,1.6421350253807108
