collection,col,power
jamilajad,85,1.07
jamilajad,86,0.26047918781725893
jamilajad,87,0.67962499090523
jamilajad,88,0.28
jamilajad,89,0.6315923207991891
jamilajad,90,0.8737044055912107
jamilajad,91,1.61
jamilajad,92,1.8601746365053073
jamilajad,93,0.9697319796954315
jamilajad,94,1.06
jamilajad,95,0.6011843505657369
jamilajad,96,0.18429242689073927
jamilajad,97,0.33
jamilajad,98,0.9435521887515884
jamilajad,99,1.3151396026050806
jamilajad,100,0.7
jamilajad,101,0.7823002238582468
jamilajad,102,0.9697938744397198
jamilajad,103,1.08
jamilajad,104,1.8567503159903824
jamilajad,105,2.1874757825309348
jamilajad,106,1.56
jamilajad,107,0.7983711647566238
jamilajad,108,0.7913304929449966
jamilajad,109,1.58
jamilajad,110,2.023378042940851
jamilajad,111,1.79
jamilajad,112,1.4004892732475014
jamilajad,113,1.2535421041321562
jamilajad,114,0.88
jamilajad,115,0.6883907079369
jamilajad,116,0.6719233196672075
jamilajad,117,0.55
jamilajad,118,1.1154780126531518
jamilajad,119,0.16205785458181823
jamilajad,120,1.09
jamilajad,121,0.9182980343452357
jamilajad,122,0.9766239875194375
jamilajad,123,0.84
jamilajad,124,0.3409518121012049
jamilajad,125,0.3247665393680869
jamilajad,126,0.29
jamilajad,127,0.08204193238905651
jamilajad,128,0.060000000000000005
jamilajad,129,0.06
jamilajad,130,0.05999999999999999
jamilajad,131,0.06987311315247573
jamilajad,132,0.05
jamilajad,133,0.05
jamilajad,134,0.04882859361860173
jamilajad,135,0.04
jamilajad,136,0.04188191519782605
jamilajad,137,0.030711507126069588
jamilajad,138,0.04
jamilajad,139,0.04460880644468096
jamilajad,140,0.03
jamilajad,141,0.04063585555982328
jamilajad,142,0.04
jamilajad,143,0.04
mingmarlama,0,0.02
mingmarlama,1,0.02
mingmarlama,2,0.01
mingmarlama,3,0.012576875130740019
mingmarlama,4,0.0
mingmarlama,5,0.01
mingmarlama,6,0.018711562434629993
mingmarlama,7,0.03
mingmarlama,8,0.05
mingmarlama,9,0.028067343651944986
mingmarlama,10,0.31
mingmarlama,11,0.31
mingmarlama,12,0.02576875130740018
mingmarlama,13,0.01
mingmarlama,14,0.01
mingmarlama,15,0.013221093913425023
mingmarlama,16,0.01
mingmarlama,17,0.02
mingmarlama,18,0.017730625392220055
mingmarlama,19,0.01
mingmarlama,20,0.01
mingmarlama,21,0.01
mingmarlama,22,0.02
mingmarlama,23,0.02
mingmarlama,24,0.025153750261480035
mingmarlama,25,0.02
mingmarlama,26,0.03
mingmarlama,27,0.20043253474920877
mingmarlama,28,0.24
mingmarlama,29,0.07
mingmarlama,30,0.15018110575017984
mingmarlama,31,0.24
mingmarlama,32,0.11
mingmarlama,33,0.18039991564611504
mingmarlama,34,0.3
mingmarlama,35,0.28
mingmarlama,36,0.3528181340444456
mingmarlama,37,0.09
mingmarlama,38,0.2
mingmarlama,39,0.04837416390163929
mingmarlama,40,0.04
mingmarlama,41,0.03
mingmarlama,42,0.06411029610594578
mingmarlama,43,0.08
mingmarlama,44,0.01
mingmarlama,45,0.02101219559897211
mingmarlama,46,0.05
mingmarlama,47,0.12
mingmarlama,48,0.1
mingmarlama,49,0.30631836108564814
mingmarlama,50,0.08
mingmarlama,51,0.13
mingmarlama,52,0.11567759468978689
mingmarlama,53,0.06
mingmarlama,54,0.08
mingmarlama,55,0.05159524080823267
mingmarlama,56,0.04
mingmarlama,57,0.11
mingmarlama,58,0.11
mingmarlama,59,0.17
mingmarlama,60,0.19
mingmarlama,61,0.06595310536242409
mingmarlama,62,0.09
mingmarlama,63,0.1
mingmarlama,64,0.09766523412454783
mingmarlama,65,0.25
mingmarlama,66,0.4
mingmarlama,67,0.24337692751178144
mingmarlama,68,0.18
mingmarlama,69,0.15
mingmarlama,70,0.0948163347216577
mingmarlama,71,0.08
mingmarlama,72,0.08
mingmarlama,73,0.15546055350434268
mingmarlama,74,0.1
mingmarlama,75,0.09
mingmarlama,76,0.11116182170377839
mingmarlama,77,0.12
mingmarlama,78,0.13
mingmarlama,79,0.1
mingmarlama,80,0.14
mingmarlama,81,0.15
mingmarlama,82,0.17564074088561374
mingmarlama,83,0.23
mingmarlama,84,0.17
mingmarlama,85,0.25401628234061624
mingmarlama,86,0.68
mingmarlama,87,0.74
mingmarlama,88,0.7056254347371339
mingmarlama,89,0.19
mingmarlama,90,0.19
mingmarlama,91,0.23629121818234386
mingmarlama,92,0.43
mingmarlama,93,0.41
mingmarlama,94,0.46877348430864674
mingmarlama,95,0.35
mingmarlama,96,0.08
mingmarlama,97,0.07
mingmarlama,98,0.6869319675713734
mingmarlama,99,0.43
mingmarlama,100,0.14
mingmarlama,101,0.4946556881899459
mingmarlama,102,0.22
mingmarlama,103,0.21
mingmarlama,104,0.7024488987226168
mingmarlama,105,0.61
mingmarlama,106,0.27
mingmarlama,107,0.3665729363485312
mingmarlama,108,0.22
mingmarlama,109,0.25
mingmarlama,110,0.4514762610140493
mingmarlama,111,0.23
mingmarlama,112,0.26
mingmarlama,113,0.2546611984033986
mingmarlama,114,0.54
mingmarlama,115,0.34
mingmarlama,116,0.3872951314543052
mingmarlama,117,0.23
mingmarlama,118,0.01
mingmarlama,119,0.01
mingmarlama,120,0.01
mingmarlama,121,0.01
mingmarlama,122,0.01
mingmarlama,123,0.01
mingmarlama,124,0.01
mingmarlama,125,0.016411575529890355
mingmarlama,126,0.01
mingmarlama,127,0.01
mingmarlama,128,0.01
mingmarlama,129,0.01
mingmarlama,130,0.01
mingmarlama,131,0.010000000000000002
mingmarlama,132,0.01
mingmarlama,133,0.02
mingmarlama,134,0.010000000000000002
mingmarlama,135,0.02
mingmarlama,136,0.01
mingmarlama,137,0.011011549339369625
mingmarlama,138,0.02
mingmarlama,139,0.03
mingmarlama,140,0.01
mingmarlama,141,0.01
mingmarlama,142,0.02
mingmarlama,143,0.01
abhaysingh,0,0.03
abhaysingh,1,0.03
abhaysingh,2,0.01
abhaysingh,3,0.03
abhaysingh,4,0.03
abhaysingh,5,0.0
abhaysingh,6,0.0
abhaysingh,7,0.0
abhaysingh,8,0.0
abhaysingh,9,0.0
abhaysingh,10,0.0
abhaysingh,11,0.0
abhaysingh,12,0.0
abhaysingh,13,0.0
abhaysingh,14,0.0
abhaysingh,15,0.0
abhaysingh,16,0.0
abhaysingh,17,0.0
abhaysingh,18,0.0
abhaysingh,19,0.0
abhaysingh,20,0.0
abhaysingh,21,0.0
abhaysingh,22,0.0
abhaysingh,23,0.0
abhaysingh,24,0.0
abhaysingh,25,0.0
abhaysingh,26,0.0
abhaysingh,27,0.0
abhaysingh,28,0.0
abhaysingh,29,0.0
abhaysingh,30,0.0
abhaysingh,31,0.0
abhaysingh,32,0.0
abhaysingh,33,0.0
abhaysingh,34,0.64
abhaysingh,35,2.33
abhaysingh,36,1.9092515346436305
abhaysingh,37,3.68
abhaysingh,38,1.68
abhaysingh,39,3.8620793356917127
abhaysingh,40,1.99
abhaysingh,41,1.56
abhaysingh,42,3.773786684118004
abhaysingh,43,1.69
abhaysingh,44,0.32
abhaysingh,45,0.5759699598830715
abhaysingh,46,0.54
abhaysingh,47,0.48
abhaysingh,48,0.4701001337230947
abhaysingh,49,0.29
abhaysingh,50,0.45
abhaysingh,51,0.12253723295030541
abhaysingh,52,0.08
abhaysingh,53,0.18
abhaysingh,54,0.21029722921073327
abhaysingh,55,0.15
abhaysingh,56,0.38
abhaysingh,57,0.386766588925858
abhaysingh,58,0.22
abhaysingh,59,0.12
abhaysingh,60,0.9349749665692264
abhaysingh,61,1.09
abhaysingh,62,0.53
abhaysingh,63,0.4295525702046248
abhaysingh,64,0.24
abhaysingh,65,0.55
abhaysingh,66,0.6325677004469122
abhaysingh,67,1.29
abhaysingh,68,1.49
abhaysingh,69,1.375724550458348
abhaysingh,70,1.74
abhaysingh,71,0.3
abhaysingh,72,0.26314125733098054
abhaysingh,73,0.18
abhaysingh,74,0.29
abhaysingh,75,0.7485766921146779
abhaysingh,76,0.95
abhaysingh,77,0.98
abhaysingh,78,0.3087058409112536
abhaysingh,79,0.18
abhaysingh,80,0.15
abhaysingh,81,0.3456510111035244
abhaysingh,82,0.31
abhaysingh,83,0.04
abhaysingh,84,0.14278731684026186
abhaysingh,85,0.22
abhaysingh,86,0.44
abhaysingh,87,0.35598134554481725
abhaysingh,88,0.43
abhaysingh,89,0.26
abhaysingh,90,0.5699999999999998
abhaysingh,91,0.07
abhaysingh,92,0.26
abhaysingh,93,0.42874607470129333
abhaysingh,94,0.68
abhaysingh,95,0.46
abhaysingh,96,0.25822376998959934
abhaysingh,97,0.36
abhaysingh,98,0.45
abhaysingh,99,0.40343037300563106
abhaysingh,100,0.44
abhaysingh,101,0.17
abhaysingh,102,0.16876665904283647
abhaysingh,103,0.09
abhaysingh,104,0.25
abhaysingh,105,0.1439352486398141
abhaysingh,106,0.15
abhaysingh,107,0.31
abhaysingh,108,0.39462503276299293
abhaysingh,109,0.7
abhaysingh,110,0.06
abhaysingh,111,0.16393827034769673
abhaysingh,112,0.35
abhaysingh,113,0.32
abhaysingh,114,0.04000000000000001
abhaysingh,115,0.04
abhaysingh,116,0.14
abhaysingh,117,0.8176361897098325
abhaysingh,118,0.54
abhaysingh,119,0.18
abhaysingh,120,0.30809545591895815
abhaysingh,121,0.72
abhaysingh,122,0.54
abhaysingh,123,0.2436714251609769
abhaysingh,124,0.51
abhaysingh,125,0.19
abhaysingh,126,0.2170009632737283
abhaysingh,127,0.38
abhaysingh,128,0.38
abhaysingh,129,0.2728754305099007
abhaysingh,130,0.96
abhaysingh,131,0.07
abhaysingh,132,0.030000000000000002
abhaysingh,133,0.03
abhaysingh,134,0.03
abhaysingh,135,0.030000000000000002
abhaysingh,136,0.03
abhaysingh,137,0.04
abhaysingh,138,0.0377101798166608
abhaysingh,139,0.03
abhaysingh,140,0.03
abhaysingh,141,0.04
abhaysingh,142,0.03
abhaysingh,143,0.03
ivanmontano,0,0.38
ivanmontano,1,0.38
ivanmontano,2,0.36
ivanmontano,3,0.20973966567556876
ivanmontano,4,0.15
ivanmontano,5,0.15
ivanmontano,6,0.14
ivanmontano,7,0.15
ivanmontano,8,0.15
ivanmontano,9,0.15
ivanmontano,10,0.37
ivanmontano,11,0.45
ivanmontano,12,0.44
ivanmontano,13,0.42
ivanmontano,14,0.41
ivanmontano,15,0.4294217018726242
ivanmontano,16,0.47
ivanmontano,17,0.74
ivanmontano,18,0.5644013262125646
ivanmontano,19,0.39
ivanmontano,20,0.34
ivanmontano,21,0.32961118465974065
ivanmontano,22,0.35
ivanmontano,23,0.35
ivanmontano,24,0.33872186764919476
ivanmontano,25,0.34
ivanmontano,26,0.35
ivanmontano,27,0.30466611797348575
ivanmontano,28,0.22
ivanmontano,29,0.33
ivanmontano,30,0.9368567059377394
ivanmontano,31,1.06
ivanmontano,32,1.39
ivanmontano,33,0.7085823181674761
ivanmontano,34,1.28
ivanmontano,35,1.03
ivanmontano,36,0.704570758882736
ivanmontano,37,0.76
ivanmontano,38,0.99
ivanmontano,39,1.4163439004071792
ivanmontano,40,1.19
ivanmontano,41,0.67
ivanmontano,42,0.7187312833577352
ivanmontano,43,0.48
ivanmontano,44,0.44
ivanmontano,45,1.5884723012893176
ivanmontano,46,0.3
ivanmontano,47,1.65
ivanmontano,48,0.7062953694413514
ivanmontano,49,0.74
ivanmontano,50,0.83
ivanmontano,51,0.9387712333409572
ivanmontano,52,1.1
ivanmontano,53,1.07
ivanmontano,54,0.9861389918847945
ivanmontano,55,0.66
ivanmontano,56,0.75
ivanmontano,57,0.8577181431020753
ivanmontano,58,1.05
ivanmontano,59,0.79
ivanmontano,60,0.3995457254519623
ivanmontano,61,0.44
ivanmontano,62,0.24
ivanmontano,63,0.38980899801168284
ivanmontano,64,0.96
ivanmontano,65,0.26
ivanmontano,66,0.22706779143203912
ivanmontano,67,0.28
ivanmontano,68,0.32
ivanmontano,69,0.6910710535409909
ivanmontano,70,1.1
ivanmontano,71,1.1
ivanmontano,72,0.8549756677390111
ivanmontano,73,1.53
ivanmontano,74,0.91
ivanmontano,75,0.5260019966644351
ivanmontano,76,0.35
ivanmontano,77,0.5
ivanmontano,78,0.47242668184754905
ivanmontano,79,0.23
ivanmontano,80,0.51
ivanmontano,81,0.48143237300896996
ivanmontano,82,0.32
ivanmontano,83,0.31
ivanmontano,84,0.6323011390670102
ivanmontano,85,0.54
ivanmontano,86,0.26
ivanmontano,87,0.0780272254210775
ivanmontano,88,0.35
ivanmontano,89,0.15
ivanmontano,90,0.23801667448526626
ivanmontano,91,0.87
ivanmontano,92,1.18
ivanmontano,93,0.851620486845554
ivanmontano,94,1.07
ivanmontano,95,1.04
ivanmontano,96,0.9769060716295019
ivanmontano,97,1.05
ivanmontano,98,1.64
ivanmontano,99,1.659535875685936
ivanmontano,100,1.53
ivanmontano,101,0.94
ivanmontano,102,1.0620324574832345
ivanmontano,103,1.21
ivanmontano,104,1.38
ivanmontano,105,1.2360851186729862
ivanmontano,106,1.44
ivanmontano,107,1.13
ivanmontano,108,1.0685733031273843
ivanmontano,109,0.79
ivanmontano,110,1.48
ivanmontano,111,1.457960814625734
ivanmontano,112,1.49
ivanmontano,113,0.86
ivanmontano,114,1.4226616026711185
ivanmontano,115,1.45
ivanmontano,116,1.24
ivanmontano,117,1.3615022562642007
ivanmontano,118,1.35
ivanmontano,119,1.47
ivanmontano,120,1.4073720156461027
ivanmontano,121,1.26
ivanmontano,122,1.4
ivanmontano,123,1.1727242783376932
ivanmontano,124,1.52
ivanmontano,125,1.11
ivanmontano,126,1.2079664440734559
ivanmontano,127,0.55
ivanmontano,128,0.19
ivanmontano,129,0.1617203534563497
ivanmontano,130,0.25
ivanmontano,131,0.69
ivanmontano,132,0.7217564303112358
ivanmontano,133,0.48
ivanmontano,134,0.5
ivanmontano,135,0.4253754179890117
ivanmontano,136,0.4
ivanmontano,137,0.38
ivanmontano,138,0.4163309120716395
ivanmontano,139,0.42
ivanmontano,140,0.44
ivanmontano,141,0.41
ivanmontano,142,0.38
ivanmontano,143,0.37
edithkaphuka,0,0.01
edithkaphuka,1,0.01
edithkaphuka,2,0.01
edithkaphuka,3,0.010000000000000002
edithkaphuka,4,0.01
edithkaphuka,5,0.01
edithkaphuka,6,0.01
edithkaphuka,7,0.01
edithkaphuka,8,0.01
edithkaphuka,9,0.01
edithkaphuka,10,0.01
edithkaphuka,11,0.01
edithkaphuka,12,0.010000000000000002
edithkaphuka,13,0.01
edithkaphuka,14,0.02
edithkaphuka,15,0.01
edithkaphuka,16,0.01
edithkaphuka,17,0.01
edithkaphuka,18,0.010000000000000002
edithkaphuka,19,0.01
edithkaphuka,20,0.01
edithkaphuka,21,0.01
edithkaphuka,22,0.01
edithkaphuka,23,0.01
edithkaphuka,24,0.02024531707552846
edithkaphuka,25,0.12104263507105846
edithkaphuka,26,0.2
edithkaphuka,27,0.1633118055196759
edithkaphuka,28,0.20820458034096725
edithkaphuka,29,0.3
edithkaphuka,30,0.14877339795566324
edithkaphuka,31,0.3232199220332034
edithkaphuka,32,0.51
edithkaphuka,33,0.3339282898804832
edithkaphuka,34,0.32817393028988384
edithkaphuka,35,0.26
edithkaphuka,36,0.09816008026680044
edithkaphuka,37,0.18155006925011544
edithkaphuka,38,1.07
edithkaphuka,39,1.1903986506644177
edithkaphuka,40,1.1780231133718555
edithkaphuka,41,0.78
edithkaphuka,42,2.405706826178044
edithkaphuka,43,0.8812155686926144
edithkaphuka,44,0.38
edithkaphuka,45,0.9590614151023585
edithkaphuka,46,2.0849925249875416
edithkaphuka,47,2.38
edithkaphuka,48,2.5199296998828333
edithkaphuka,49,1.6901531835886392
edithkaphuka,50,1.49
edithkaphuka,51,1.5625601042668407
edithkaphuka,52,1.264229040381734
edithkaphuka,53,2.33
edithkaphuka,54,1.8998979998299999
edithkaphuka,55,2.11528014213357
edithkaphuka,56,2.08
edithkaphuka,57,1.5599869499782502
edithkaphuka,58,1.8080903301505504
edithkaphuka,59,1.72
edithkaphuka,60,1.4198948664914441
edithkaphuka,61,2.509283515472526
edithkaphuka,62,1.67
edithkaphuka,63,0.5077642962738271
edithkaphuka,64,0.6512629354382257
edithkaphuka,65,0.13
edithkaphuka,66,0.27988023313372185
edithkaphuka,67,0.7775605459342433
edithkaphuka,68,0.57
edithkaphuka,69,1.676270293783823
edithkaphuka,70,0.9332841888069815
edithkaphuka,71,0.61
edithkaphuka,72,0.7040032233387056
edithkaphuka,73,0.5862541270902119
edithkaphuka,74,0.5
edithkaphuka,75,0.46787079645132734
edithkaphuka,76,0.18753342922238203
edithkaphuka,77,0.22
edithkaphuka,78,0.12970318283863808
edithkaphuka,79,0.1693756822928038
edithkaphuka,80,0.21
edithkaphuka,81,0.1983584139306899
edithkaphuka,82,0.4273185121975203
edithkaphuka,83,0.63
edithkaphuka,84,0.543230855384759
edithkaphuka,85,0.5426472544120907
edithkaphuka,86,0.52
edithkaphuka,87,0.44013091688486145
edithkaphuka,88,0.2151400919001532
edithkaphuka,89,0.38
edithkaphuka,90,0.2958844431407386
edithkaphuka,91,0.36933643222738705
edithkaphuka,92,0.32
edithkaphuka,93,0.670529334215557
edithkaphuka,94,0.43240920401534
edithkaphuka,95,0.54
edithkaphuka,96,0.47866971444952405
edithkaphuka,97,1.333042105070175
edithkaphuka,98,0.91
edithkaphuka,99,0.874876824794708
edithkaphuka,100,0.5692467987446646
edithkaphuka,101,0.63
edithkaphuka,102,0.13945701576169295
edithkaphuka,103,0.15332502220837038
edithkaphuka,104,0.76
edithkaphuka,105,0.6426203210338685
edithkaphuka,106,0.3835597059328433
edithkaphuka,107,0.49
edithkaphuka,108,0.3897265995443326
edithkaphuka,109,0.11430739051231753
edithkaphuka,110,0.1
edithkaphuka,111,0.08317908863181439
edithkaphuka,112,0.18260463767439614
edithkaphuka,113,0.24
edithkaphuka,114,0.09000000000000001
edithkaphuka,115,0.01
edithkaphuka,116,0.01
edithkaphuka,117,0.01
edithkaphuka,118,0.01
edithkaphuka,119,0.01
edithkaphuka,120,0.010000000000000002
edithkaphuka,121,0.01
edithkaphuka,122,0.01
edithkaphuka,123,0.01
edithkaphuka,124,0.01
edithkaphuka,125,0.01
edithkaphuka,126,0.01
edithkaphuka,127,0.01
edithkaphuka,128,0.01
edithkaphuka,129,0.010000000000000002
edithkaphuka,130,0.01
edithkaphuka,131,0.01
edithkaphuka,132,0.01
edithkaphuka,133,0.01
edithkaphuka,134,0.01
edithkaphuka,135,0.010000000000000002
edithkaphuka,136,0.01
edithkaphuka,137,0.01
edithkaphuka,138,0.01
edithkaphuka,139,0.01
edithkaphuka,140,0.01
edithkaphuka,141,0.01
edithkaphuka,142,0.01
edithkaphuka,143,0.01
raelfeliciano,0,1.37
raelfeliciano,1,0.9598667583909628
raelfeliciano,2,1.9
raelfeliciano,3,0.9441782141003691
raelfeliciano,4,1.04
raelfeliciano,5,1.64
raelfeliciano,6,1.750613811403123
raelfeliciano,7,0.66
raelfeliciano,8,0.5295970510293984
raelfeliciano,9,0.29457327586206894
raelfeliciano,10,0.32
raelfeliciano,11,0.4820537931034483
raelfeliciano,12,1.42
raelfeliciano,13,0.9373753575437199
raelfeliciano,14,0.94
raelfeliciano,15,0.9471737709892603
raelfeliciano,16,1.2460984932732642
raelfeliciano,17,0.61
raelfeliciano,18,0.5086432735228854
raelfeliciano,19,0.09093724299524654
raelfeliciano,20,0.3
raelfeliciano,21,0.560975777544444
raelfeliciano,22,0.26
raelfeliciano,23,0.4600000000000001
raelfeliciano,24,0.2208258634928681
raelfeliciano,25,0.36
raelfeliciano,26,0.3174667542530246
raelfeliciano,27,0.33
raelfeliciano,28,0.25583161350278194
raelfeliciano,29,0.11359826482459454
raelfeliciano,30,0.11
raelfeliciano,31,0.10018653480437034
raelfeliciano,32,0.08
raelfeliciano,33,0.026084855318716064
raelfeliciano,34,0.010000000000000002
raelfeliciano,35,0.01
raelfeliciano,36,0.01
raelfeliciano,37,0.01
raelfeliciano,38,0.011615330371259261
raelfeliciano,39,0.0270686156355442
raelfeliciano,40,0.01
raelfeliciano,41,0.02
raelfeliciano,42,0.02
raelfeliciano,43,0.011639468343910938
raelfeliciano,44,0.011807934151610607
raelfeliciano,45,0.01
raelfeliciano,46,0.014674835646268355
raelfeliciano,47,0.01
raelfeliciano,48,0.010000000000000002
raelfeliciano,49,0.01
raelfeliciano,50,0.01
raelfeliciano,51,0.01
raelfeliciano,52,0.02
raelfeliciano,53,0.020000000000000004
raelfeliciano,54,0.06551464743904731
raelfeliciano,55,0.03
raelfeliciano,56,0.02435138681273588
raelfeliciano,57,0.03
raelfeliciano,58,0.3113893817058305
raelfeliciano,59,0.5311018122445039
raelfeliciano,60,1.76
raelfeliciano,61,0.24748046117320893
raelfeliciano,62,0.19
raelfeliciano,63,0.3547514047438013
raelfeliciano,64,0.5282149107153633
raelfeliciano,65,0.48
raelfeliciano,66,0.44970946501631903
raelfeliciano,67,0.49
raelfeliciano,68,0.3967958737859893
raelfeliciano,69,0.74
raelfeliciano,70,0.66377038581101
raelfeliciano,71,0.6764121489864637
raelfeliciano,72,0.72
raelfeliciano,73,0.7584797215167614
raelfeliciano,74,0.66
raelfeliciano,75,0.6348898532583677
raelfeliciano,76,0.5142537831961779
raelfeliciano,77,0.53
raelfeliciano,78,0.4352912849849741
raelfeliciano,79,0.45
raelfeliciano,80,0.7164764594421715
raelfeliciano,81,0.6473798747928876
raelfeliciano,82,0.38
raelfeliciano,83,0.449860310103983
raelfeliciano,84,0.5086137907134323
raelfeliciano,85,0.43
raelfeliciano,86,0.26505840527311253
raelfeliciano,87,0.11
raelfeliciano,88,0.30083588075151857
raelfeliciano,89,0.72
raelfeliciano,90,0.46469743913351574
raelfeliciano,91,0.49184986525838836
raelfeliciano,92,0.48
raelfeliciano,93,0.43808360014413816
raelfeliciano,94,0.55
raelfeliciano,95,0.49852587676875304
raelfeliciano,96,0.37507414667956324
raelfeliciano,97,0.63
raelfeliciano,98,0.660234465921493
raelfeliciano,99,0.7126594183783076
raelfeliciano,100,0.83
raelfeliciano,101,0.8575049267326323
raelfeliciano,102,0.6674586163079592
raelfeliciano,103,0.97
raelfeliciano,104,0.7056011131053674
raelfeliciano,105,0.79
raelfeliciano,106,0.8917371754089232
raelfeliciano,107,0.6336304890180845
raelfeliciano,108,0.44
raelfeliciano,109,0.7401284829801431
raelfeliciano,110,0.8160025103491558
raelfeliciano,111,1.1
raelfeliciano,112,0.4460819932448159
raelfeliciano,113,0.39334438507652597
raelfeliciano,114,0.37
raelfeliciano,115,0.5354179058929411
raelfeliciano,116,0.44
raelfeliciano,117,0.40121920899863617
raelfeliciano,118,0.41062357004063804
raelfeliciano,119,0.75
raelfeliciano,120,0.7411419847275599
raelfeliciano,121,0.46
raelfeliciano,122,0.479339102308797
raelfeliciano,123,0.6587666702873626
raelfeliciano,124,0.53
raelfeliciano,125,0.6723666075286338
raelfeliciano,126,0.6013560540621621
raelfeliciano,127,0.92
raelfeliciano,128,0.904117920892967
raelfeliciano,129,0.8845024043144902
raelfeliciano,130,0.22
raelfeliciano,131,0.7489385326526424
raelfeliciano,132,0.8788653256298717
raelfeliciano,133,1.36
raelfeliciano,134,1.0087157908892945
raelfeliciano,135,1.07
raelfeliciano,136,1.0807681564968215
raelfeliciano,137,1.4155277509099153
raelfeliciano,138,1.78
raelfeliciano,139,1.9230237638340757
raelfeliciano,140,1.617154908887774
raelfeliciano,141,0.21
raelfeliciano,142,0.1289986017217271
raelfeliciano,143,0.37
